Lake,Date,Parameter,Depth,Value
Hudson,7/8/19,Dissolved Oxygen (mg/L),0,7.99
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),0,8.87
Pleasant,7/8/19,Dissolved Oxygen (mg/L),0,12.06
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),0,6.9
Thomas,7/9/19,Dissolved Oxygen (mg/L),0,4.56
Hortz,7/9/19,Dissolved Oxygen (mg/L),0,7.18
Nyona,7/9/19,Dissolved Oxygen (mg/L),0,19.45
South Mud,7/9/19,Dissolved Oxygen (mg/L),0,14.11
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),0,11.99
Green Valley,7/10/19,Dissolved Oxygen (mg/L),0,10.85
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),0,8.52
Airline,7/10/19,Dissolved Oxygen (mg/L),0,7.46
Scott,7/10/19,Dissolved Oxygen (mg/L),0,7.74
Pigeon,7/15/19,Dissolved Oxygen (mg/L),0,10.7
Fox,7/15/19,Dissolved Oxygen (mg/L),0,8.5
James,7/15/19,Dissolved Oxygen (mg/L),0,9.2
Oswego,7/15/19,Dissolved Oxygen (mg/L),0,11.4
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),0,11.42
Center,7/16/19,Dissolved Oxygen (mg/L),0,8.98
Palestine,7/16/19,Dissolved Oxygen (mg/L),0,6.86
Winona,7/16/19,Dissolved Oxygen (mg/L),0,9.71
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),0,10.26
Clair,7/16/19,Dissolved Oxygen (mg/L),0,13.29
Spectacle,7/22/19,Dissolved Oxygen (mg/L),0,2.56
Hog,7/22/19,Dissolved Oxygen (mg/L),0,3.97
Flat,7/22/19,Dissolved Oxygen (mg/L),0,8.06
Shockapee,7/22/19,Dissolved Oxygen (mg/L),0,10.88
Henderson,7/23/19,Dissolved Oxygen (mg/L),0,7.88
Wolf,7/23/19,Dissolved Oxygen (mg/L),0,5.81
Hammond,7/23/19,Dissolved Oxygen (mg/L),0,7.84
Sellers,7/23/19,Dissolved Oxygen (mg/L),0,10.93
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),0,8.24
Moss,7/24/19,Dissolved Oxygen (mg/L),0,5.35
Long,7/24/19,Dissolved Oxygen (mg/L),0,5.02
Sullivan,7/24/19,Dissolved Oxygen (mg/L),0,7.75
Duck,7/24/19,Dissolved Oxygen (mg/L),0,8.21
Tree,7/24/19,Dissolved Oxygen (mg/L),0,7.29
Trimble,7/29/19,Dissolved Oxygen (mg/L),0,6.9
Dogwood,7/29/19,Dissolved Oxygen (mg/L),0,6.3
Red Pine,7/29/19,Dissolved Oxygen (mg/L),0,8.2
Lincoln,7/29/19,Dissolved Oxygen (mg/L),0,7.5
Deam,7/30/19,Dissolved Oxygen (mg/L),0,7.2
Oak,7/30/19,Dissolved Oxygen (mg/L),0,7.5
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),0,12
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),0,9.3
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),0,10.5
Goose,8/5/19,Dissolved Oxygen (mg/L),0,10.31
Mateer,8/5/19,Dissolved Oxygen (mg/L),0,7.88
Olin,8/5/19,Dissolved Oxygen (mg/L),0,8.62
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),0,8.01
Price,8/5/19,Dissolved Oxygen (mg/L),0,6.6
Kuhn,8/6/19,Dissolved Oxygen (mg/L),0,9.22
Diamond,8/6/19,Dissolved Oxygen (mg/L),0,11.1
Silver,8/6/19,Dissolved Oxygen (mg/L),0,9.51
North Little,8/6/19,Dissolved Oxygen (mg/L),0,13.55
Knightstown,8/6/19,Dissolved Oxygen (mg/L),0,11.54
Little Otter,7/1/19,Dissolved Oxygen (mg/L),1,6.91
Green,7/1/19,Dissolved Oxygen (mg/L),1,8.5
Crooked,7/1/19,Dissolved Oxygen (mg/L),1,9.4
Ball,7/1/19,Dissolved Oxygen (mg/L),1,15
North Twin,6/24/19,Dissolved Oxygen (mg/L),1,9.4
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),1,7.3
Royer,6/24/19,Dissolved Oxygen (mg/L),1,14.6
Oliver,6/24/19,Dissolved Oxygen (mg/L),1,9.48
Big Long,6/24/19,Dissolved Oxygen (mg/L),1,9.56
Rivir,6/25/19,Dissolved Oxygen (mg/L),1,7.51
Dock,6/25/19,Dissolved Oxygen (mg/L),1,3.68
Bowen,6/25/19,Dissolved Oxygen (mg/L),1,4.43
Williams,6/25/19,Dissolved Oxygen (mg/L),1,9
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),1,8.28
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),1,7.7
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),1,10.4
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),1,3.81
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),1,9.38
McClish,7/1/19,Dissolved Oxygen (mg/L),1,12.6
Bixler,7/2/19,Dissolved Oxygen (mg/L),1,8.63
Sacrider,7/2/19,Dissolved Oxygen (mg/L),1,11.02
Crane,7/2/19,Dissolved Oxygen (mg/L),1,17.43
Knapp,7/2/19,Dissolved Oxygen (mg/L),1,11.03
Fancher,7/8/19,Dissolved Oxygen (mg/L),1,8.92
Lake George,7/8/19,Dissolved Oxygen (mg/L),1,9.13
Hudson,7/8/19,Dissolved Oxygen (mg/L),1,8.16
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),1,9.92
Pleasant,7/8/19,Dissolved Oxygen (mg/L),1,10.95
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),1,6.9
Thomas,7/9/19,Dissolved Oxygen (mg/L),1,2.23
Hortz,7/9/19,Dissolved Oxygen (mg/L),1,7.08
Nyona,7/9/19,Dissolved Oxygen (mg/L),1,9.41
South Mud,7/9/19,Dissolved Oxygen (mg/L),1,13.9
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),1,11.83
Green Valley,7/10/19,Dissolved Oxygen (mg/L),1,3.08
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),1,8.15
Airline,7/10/19,Dissolved Oxygen (mg/L),1,7.48
Scott,7/10/19,Dissolved Oxygen (mg/L),1,8.98
Pigeon,7/15/19,Dissolved Oxygen (mg/L),1,6.5
Fox,7/15/19,Dissolved Oxygen (mg/L),1,8.6
James,7/15/19,Dissolved Oxygen (mg/L),1,9.4
Oswego,7/15/19,Dissolved Oxygen (mg/L),1,11.4
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),1,11.5
Center,7/16/19,Dissolved Oxygen (mg/L),1,9.12
Palestine,7/16/19,Dissolved Oxygen (mg/L),1,6.57
Winona,7/16/19,Dissolved Oxygen (mg/L),1,9.73
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),1,9.64
Clair,7/16/19,Dissolved Oxygen (mg/L),1,13.19
Spectacle,7/22/19,Dissolved Oxygen (mg/L),1,0.4
Hog,7/22/19,Dissolved Oxygen (mg/L),1,3.98
Flat,7/22/19,Dissolved Oxygen (mg/L),1,6.85
Shockapee,7/22/19,Dissolved Oxygen (mg/L),1,10.62
Henderson,7/23/19,Dissolved Oxygen (mg/L),1,7.73
Wolf,7/23/19,Dissolved Oxygen (mg/L),1,4.11
Hammond,7/23/19,Dissolved Oxygen (mg/L),1,6.03
Sellers,7/23/19,Dissolved Oxygen (mg/L),1,9.85
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),1,8.57
Moss,7/24/19,Dissolved Oxygen (mg/L),1,5.37
Long,7/24/19,Dissolved Oxygen (mg/L),1,4.81
Sullivan,7/24/19,Dissolved Oxygen (mg/L),1,7.66
Duck,7/24/19,Dissolved Oxygen (mg/L),1,8.42
Tree,7/24/19,Dissolved Oxygen (mg/L),1,6.7
Trimble,7/29/19,Dissolved Oxygen (mg/L),1,6.9
Dogwood,7/29/19,Dissolved Oxygen (mg/L),1,6.3
Red Pine,7/29/19,Dissolved Oxygen (mg/L),1,7.5
Lincoln,7/29/19,Dissolved Oxygen (mg/L),1,7.5
Deam,7/30/19,Dissolved Oxygen (mg/L),1,7.1
Oak,7/30/19,Dissolved Oxygen (mg/L),1,5.3
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),1,12.2
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),1,9.2
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),1,11
Goose,8/5/19,Dissolved Oxygen (mg/L),1,11.53
Mateer,8/5/19,Dissolved Oxygen (mg/L),1,8.09
Olin,8/5/19,Dissolved Oxygen (mg/L),1,8.59
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),1,8.06
Price,8/5/19,Dissolved Oxygen (mg/L),1,6.31
Kuhn,8/6/19,Dissolved Oxygen (mg/L),1,9.69
Diamond,8/6/19,Dissolved Oxygen (mg/L),1,12.8
Silver,8/6/19,Dissolved Oxygen (mg/L),1,10.64
North Little,8/6/19,Dissolved Oxygen (mg/L),1,20.23
Knightstown,8/6/19,Dissolved Oxygen (mg/L),1,13.31
Little Otter,7/1/19,Dissolved Oxygen (mg/L),2,5.91
Green,7/1/19,Dissolved Oxygen (mg/L),2,11.5
Crooked,7/1/19,Dissolved Oxygen (mg/L),2,9.5
Ball,7/1/19,Dissolved Oxygen (mg/L),2,7.1
North Twin,6/24/19,Dissolved Oxygen (mg/L),2,9.17
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),2,7.1
Royer,6/24/19,Dissolved Oxygen (mg/L),2,7.5
Oliver,6/24/19,Dissolved Oxygen (mg/L),2,9.49
Big Long,6/24/19,Dissolved Oxygen (mg/L),2,9.57
Rivir,6/25/19,Dissolved Oxygen (mg/L),2,6.06
Dock,6/25/19,Dissolved Oxygen (mg/L),2,2.45
Bowen,6/25/19,Dissolved Oxygen (mg/L),2,2.65
Williams,6/25/19,Dissolved Oxygen (mg/L),2,7.91
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),2,5.29
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),2,6.5
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),2,5.19
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),2,0.13
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),2,9.55
McClish,7/1/19,Dissolved Oxygen (mg/L),2,14.5
Bixler,7/2/19,Dissolved Oxygen (mg/L),2,7.71
Sacrider,7/2/19,Dissolved Oxygen (mg/L),2,1.6
Crane,7/2/19,Dissolved Oxygen (mg/L),2,4.02
Knapp,7/2/19,Dissolved Oxygen (mg/L),2,17.42
Fancher,7/8/19,Dissolved Oxygen (mg/L),2,10.29
Lake George,7/8/19,Dissolved Oxygen (mg/L),2,7.92
Hudson,7/8/19,Dissolved Oxygen (mg/L),2,8.13
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),2,9.57
Pleasant,7/8/19,Dissolved Oxygen (mg/L),2,3.29
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),2,9.91
Thomas,7/9/19,Dissolved Oxygen (mg/L),2,5.87
Hortz,7/9/19,Dissolved Oxygen (mg/L),2,8.67
Nyona,7/9/19,Dissolved Oxygen (mg/L),2,1.26
South Mud,7/9/19,Dissolved Oxygen (mg/L),2,1.37
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),2,10.05
Green Valley,7/10/19,Dissolved Oxygen (mg/L),2,0.61
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),2,5.22
Airline,7/10/19,Dissolved Oxygen (mg/L),2,6.72
Scott,7/10/19,Dissolved Oxygen (mg/L),2,12.94
Pigeon,7/15/19,Dissolved Oxygen (mg/L),2,4.8
Fox,7/15/19,Dissolved Oxygen (mg/L),2,8.5
James,7/15/19,Dissolved Oxygen (mg/L),2,9.4
Oswego,7/15/19,Dissolved Oxygen (mg/L),2,11.4
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),2,11.4
Center,7/16/19,Dissolved Oxygen (mg/L),2,9.13
Palestine,7/16/19,Dissolved Oxygen (mg/L),2,1.98
Winona,7/16/19,Dissolved Oxygen (mg/L),2,9.71
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),2,7.16
Clair,7/16/19,Dissolved Oxygen (mg/L),2,9
Spectacle,7/22/19,Dissolved Oxygen (mg/L),2,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),2,1.18
Flat,7/22/19,Dissolved Oxygen (mg/L),2,6.11
Shockapee,7/22/19,Dissolved Oxygen (mg/L),2,7.34
Henderson,7/23/19,Dissolved Oxygen (mg/L),2,7.32
Wolf,7/23/19,Dissolved Oxygen (mg/L),2,1.22
Hammond,7/23/19,Dissolved Oxygen (mg/L),2,4.07
Sellers,7/23/19,Dissolved Oxygen (mg/L),2,6.51
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),2,7.49
Moss,7/24/19,Dissolved Oxygen (mg/L),2,3.04
Long,7/24/19,Dissolved Oxygen (mg/L),2,7.57
Sullivan,7/24/19,Dissolved Oxygen (mg/L),2,6.72
Duck,7/24/19,Dissolved Oxygen (mg/L),2,8.17
Tree,7/24/19,Dissolved Oxygen (mg/L),2,6.28
Trimble,7/29/19,Dissolved Oxygen (mg/L),2,0.2
Dogwood,7/29/19,Dissolved Oxygen (mg/L),2,6.2
Red Pine,7/29/19,Dissolved Oxygen (mg/L),2,1.1
Lincoln,7/29/19,Dissolved Oxygen (mg/L),2,7.3
Deam,7/30/19,Dissolved Oxygen (mg/L),2,7.1
Oak,7/30/19,Dissolved Oxygen (mg/L),2,0.1
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),2,10.4
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),2,6.9
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),2,8.3
Goose,8/5/19,Dissolved Oxygen (mg/L),2,10.27
Mateer,8/5/19,Dissolved Oxygen (mg/L),2,8.11
Olin,8/5/19,Dissolved Oxygen (mg/L),2,8.59
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),2,4.87
Price,8/5/19,Dissolved Oxygen (mg/L),2,4.75
Kuhn,8/6/19,Dissolved Oxygen (mg/L),2,9.69
Diamond,8/6/19,Dissolved Oxygen (mg/L),2,10.68
Silver,8/6/19,Dissolved Oxygen (mg/L),2,10.79
North Little,8/6/19,Dissolved Oxygen (mg/L),2,12.69
Knightstown,8/6/19,Dissolved Oxygen (mg/L),2,10.51
Little Otter,7/1/19,Dissolved Oxygen (mg/L),3,3.1
Green,7/1/19,Dissolved Oxygen (mg/L),3,12.2
Crooked,7/1/19,Dissolved Oxygen (mg/L),3,10.3
Ball,7/1/19,Dissolved Oxygen (mg/L),3,3.1
North Twin,6/24/19,Dissolved Oxygen (mg/L),3,9.38
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),3,7
Royer,6/24/19,Dissolved Oxygen (mg/L),3,3.6
Oliver,6/24/19,Dissolved Oxygen (mg/L),3,9.48
Big Long,6/24/19,Dissolved Oxygen (mg/L),3,9.59
Rivir,6/25/19,Dissolved Oxygen (mg/L),3,2.88
Dock,6/25/19,Dissolved Oxygen (mg/L),3,1.59
Bowen,6/25/19,Dissolved Oxygen (mg/L),3,1.38
Williams,6/25/19,Dissolved Oxygen (mg/L),3,5.22
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),3,2.14
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),3,4.64
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),3,0.77
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),3,0.09
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),3,9.41
McClish,7/1/19,Dissolved Oxygen (mg/L),3,16.1
Bixler,7/2/19,Dissolved Oxygen (mg/L),3,5.47
Sacrider,7/2/19,Dissolved Oxygen (mg/L),3,0.5
Crane,7/2/19,Dissolved Oxygen (mg/L),3,1.45
Knapp,7/2/19,Dissolved Oxygen (mg/L),3,15.64
Fancher,7/8/19,Dissolved Oxygen (mg/L),3,10.63
Lake George,7/8/19,Dissolved Oxygen (mg/L),3,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),3,8.57
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),3,2.06
Pleasant,7/8/19,Dissolved Oxygen (mg/L),3,0.71
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),3,11.53
Thomas,7/9/19,Dissolved Oxygen (mg/L),3,0.5
Hortz,7/9/19,Dissolved Oxygen (mg/L),3,6.65
Nyona,7/9/19,Dissolved Oxygen (mg/L),3,0.06
South Mud,7/9/19,Dissolved Oxygen (mg/L),3,0.19
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),3,7.24
Green Valley,7/10/19,Dissolved Oxygen (mg/L),3,0.05
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),3,3.87
Airline,7/10/19,Dissolved Oxygen (mg/L),3,9.07
Scott,7/10/19,Dissolved Oxygen (mg/L),3,7.11
Pigeon,7/15/19,Dissolved Oxygen (mg/L),3,3.5
Fox,7/15/19,Dissolved Oxygen (mg/L),3,8.4
James,7/15/19,Dissolved Oxygen (mg/L),3,7.9
Oswego,7/15/19,Dissolved Oxygen (mg/L),3,8.6
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),3,0.3
Center,7/16/19,Dissolved Oxygen (mg/L),3,9.12
Palestine,7/16/19,Dissolved Oxygen (mg/L),3,0.09
Winona,7/16/19,Dissolved Oxygen (mg/L),3,8.75
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),3,6.53
Clair,7/16/19,Dissolved Oxygen (mg/L),3,4.87
Spectacle,7/22/19,Dissolved Oxygen (mg/L),3,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),3,0.1
Flat,7/22/19,Dissolved Oxygen (mg/L),3,2.3
Shockapee,7/22/19,Dissolved Oxygen (mg/L),3,1.11
Henderson,7/23/19,Dissolved Oxygen (mg/L),3,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),3,0.51
Hammond,7/23/19,Dissolved Oxygen (mg/L),3,2.13
Sellers,7/23/19,Dissolved Oxygen (mg/L),3,1.6
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),3,5.87
Moss,7/24/19,Dissolved Oxygen (mg/L),3,NA
Long,7/24/19,Dissolved Oxygen (mg/L),3,1.23
Sullivan,7/24/19,Dissolved Oxygen (mg/L),3,6.07
Duck,7/24/19,Dissolved Oxygen (mg/L),3,8.18
Tree,7/24/19,Dissolved Oxygen (mg/L),3,4.84
Trimble,7/29/19,Dissolved Oxygen (mg/L),3,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),3,4.1
Red Pine,7/29/19,Dissolved Oxygen (mg/L),3,0.1
Lincoln,7/29/19,Dissolved Oxygen (mg/L),3,3.8
Deam,7/30/19,Dissolved Oxygen (mg/L),3,7.1
Oak,7/30/19,Dissolved Oxygen (mg/L),3,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),3,0.1
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),3,3.5
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),3,6.8
Goose,8/5/19,Dissolved Oxygen (mg/L),3,3.92
Mateer,8/5/19,Dissolved Oxygen (mg/L),3,8.79
Olin,8/5/19,Dissolved Oxygen (mg/L),3,8.58
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),3,2.25
Price,8/5/19,Dissolved Oxygen (mg/L),3,2.79
Kuhn,8/6/19,Dissolved Oxygen (mg/L),3,9.16
Diamond,8/6/19,Dissolved Oxygen (mg/L),3,5.48
Silver,8/6/19,Dissolved Oxygen (mg/L),3,8.42
North Little,8/6/19,Dissolved Oxygen (mg/L),3,4.06
Knightstown,8/6/19,Dissolved Oxygen (mg/L),3,6.04
Little Otter,7/1/19,Dissolved Oxygen (mg/L),4,1.87
Green,7/1/19,Dissolved Oxygen (mg/L),4,12.2
Crooked,7/1/19,Dissolved Oxygen (mg/L),4,9.6
Ball,7/1/19,Dissolved Oxygen (mg/L),4,2.4
North Twin,6/24/19,Dissolved Oxygen (mg/L),4,9.48
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),4,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),4,0.2
Oliver,6/24/19,Dissolved Oxygen (mg/L),4,9.42
Big Long,6/24/19,Dissolved Oxygen (mg/L),4,9.55
Rivir,6/25/19,Dissolved Oxygen (mg/L),4,1.01
Dock,6/25/19,Dissolved Oxygen (mg/L),4,0.41
Bowen,6/25/19,Dissolved Oxygen (mg/L),4,0.46
Williams,6/25/19,Dissolved Oxygen (mg/L),4,2.24
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),4,0.73
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),4,0.7
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),4,0.12
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),4,0.06
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),4,8.85
McClish,7/1/19,Dissolved Oxygen (mg/L),4,15.1
Bixler,7/2/19,Dissolved Oxygen (mg/L),4,1.71
Sacrider,7/2/19,Dissolved Oxygen (mg/L),4,0.19
Crane,7/2/19,Dissolved Oxygen (mg/L),4,0.65
Knapp,7/2/19,Dissolved Oxygen (mg/L),4,7.39
Fancher,7/8/19,Dissolved Oxygen (mg/L),4,7.45
Lake George,7/8/19,Dissolved Oxygen (mg/L),4,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),4,6.63
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),4,0.07
Pleasant,7/8/19,Dissolved Oxygen (mg/L),4,0.32
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),4,1.27
Thomas,7/9/19,Dissolved Oxygen (mg/L),4,0.68
Hortz,7/9/19,Dissolved Oxygen (mg/L),4,0.75
Nyona,7/9/19,Dissolved Oxygen (mg/L),4,0
South Mud,7/9/19,Dissolved Oxygen (mg/L),4,0.02
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),4,3.52
Green Valley,7/10/19,Dissolved Oxygen (mg/L),4,0
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),4,5.5
Airline,7/10/19,Dissolved Oxygen (mg/L),4,15.06
Scott,7/10/19,Dissolved Oxygen (mg/L),4,0.96
Pigeon,7/15/19,Dissolved Oxygen (mg/L),4,2.4
Fox,7/15/19,Dissolved Oxygen (mg/L),4,9.7
James,7/15/19,Dissolved Oxygen (mg/L),4,2.2
Oswego,7/15/19,Dissolved Oxygen (mg/L),4,3
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),4,0.1
Center,7/16/19,Dissolved Oxygen (mg/L),4,9.02
Palestine,7/16/19,Dissolved Oxygen (mg/L),4,0
Winona,7/16/19,Dissolved Oxygen (mg/L),4,2.16
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),4,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),4,1.61
Spectacle,7/22/19,Dissolved Oxygen (mg/L),4,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),4,0.01
Flat,7/22/19,Dissolved Oxygen (mg/L),4,0.45
Shockapee,7/22/19,Dissolved Oxygen (mg/L),4,0.28
Henderson,7/23/19,Dissolved Oxygen (mg/L),4,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),4,0.14
Hammond,7/23/19,Dissolved Oxygen (mg/L),4,0.97
Sellers,7/23/19,Dissolved Oxygen (mg/L),4,0.46
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),4,1.78
Moss,7/24/19,Dissolved Oxygen (mg/L),4,NA
Long,7/24/19,Dissolved Oxygen (mg/L),4,0.1
Sullivan,7/24/19,Dissolved Oxygen (mg/L),4,5.63
Duck,7/24/19,Dissolved Oxygen (mg/L),4,8.15
Tree,7/24/19,Dissolved Oxygen (mg/L),4,0.86
Trimble,7/29/19,Dissolved Oxygen (mg/L),4,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),4,7.6
Red Pine,7/29/19,Dissolved Oxygen (mg/L),4,0
Lincoln,7/29/19,Dissolved Oxygen (mg/L),4,0.5
Deam,7/30/19,Dissolved Oxygen (mg/L),4,1.5
Oak,7/30/19,Dissolved Oxygen (mg/L),4,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),4,0
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),4,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),4,0
Goose,8/5/19,Dissolved Oxygen (mg/L),4,1.08
Mateer,8/5/19,Dissolved Oxygen (mg/L),4,7.46
Olin,8/5/19,Dissolved Oxygen (mg/L),4,7.96
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),4,0.79
Price,8/5/19,Dissolved Oxygen (mg/L),4,1.63
Kuhn,8/6/19,Dissolved Oxygen (mg/L),4,3.46
Diamond,8/6/19,Dissolved Oxygen (mg/L),4,1.11
Silver,8/6/19,Dissolved Oxygen (mg/L),4,2.59
North Little,8/6/19,Dissolved Oxygen (mg/L),4,0.03
Knightstown,8/6/19,Dissolved Oxygen (mg/L),4,1.76
Little Otter,7/1/19,Dissolved Oxygen (mg/L),5,1.61
Green,7/1/19,Dissolved Oxygen (mg/L),5,11.2
Crooked,7/1/19,Dissolved Oxygen (mg/L),5,6.9
Ball,7/1/19,Dissolved Oxygen (mg/L),5,0.8
North Twin,6/24/19,Dissolved Oxygen (mg/L),5,9.7
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),5,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),5,0.1
Oliver,6/24/19,Dissolved Oxygen (mg/L),5,9.17
Big Long,6/24/19,Dissolved Oxygen (mg/L),5,8.93
Rivir,6/25/19,Dissolved Oxygen (mg/L),5,0.38
Dock,6/25/19,Dissolved Oxygen (mg/L),5,0.19
Bowen,6/25/19,Dissolved Oxygen (mg/L),5,0.23
Williams,6/25/19,Dissolved Oxygen (mg/L),5,0.69
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),5,0.33
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),5,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),5,0.07
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),5,0.04
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),5,7.61
McClish,7/1/19,Dissolved Oxygen (mg/L),5,12.7
Bixler,7/2/19,Dissolved Oxygen (mg/L),5,0.51
Sacrider,7/2/19,Dissolved Oxygen (mg/L),5,0.09
Crane,7/2/19,Dissolved Oxygen (mg/L),5,0.38
Knapp,7/2/19,Dissolved Oxygen (mg/L),5,5.62
Fancher,7/8/19,Dissolved Oxygen (mg/L),5,4.71
Lake George,7/8/19,Dissolved Oxygen (mg/L),5,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),5,3.91
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),5,0.01
Pleasant,7/8/19,Dissolved Oxygen (mg/L),5,0.12
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),5,0.05
Thomas,7/9/19,Dissolved Oxygen (mg/L),5,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),5,0.11
Nyona,7/9/19,Dissolved Oxygen (mg/L),5,0
South Mud,7/9/19,Dissolved Oxygen (mg/L),5,0
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),5,0.51
Green Valley,7/10/19,Dissolved Oxygen (mg/L),5,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),5,3.67
