Lake,Date,Parameter,Depth,Value
North Twin,6/24/19,Light Transmission (mmol),26,NA
Shipshewanna,6/24/19,Light Transmission (mmol),26,NA
Royer,6/24/19,Light Transmission (mmol),26,NA
Oliver,6/24/19,Light Transmission (mmol),26,0
Big Long,6/24/19,Light Transmission (mmol),26,NA
Rivir,6/25/19,Light Transmission (mmol),26,NA
Dock,6/25/19,Light Transmission (mmol),26,NA
Bowen,6/25/19,Light Transmission (mmol),26,NA
Williams,6/25/19,Light Transmission (mmol),26,NA
Port Mitchell,6/25/19,Light Transmission (mmol),26,NA
"Twin Pits, East",6/26/19,Light Transmission (mmol),26,NA
Huntingburg City,6/26/19,Light Transmission (mmol),26,NA
Ferdinand City,6/26/19,Light Transmission (mmol),26,NA
Huntingburg City,6/26/19,Light Transmission (mmol),26,NA
McClish,7/1/19,Light Transmission (mmol),26,NA
Bixler,7/2/19,Light Transmission (mmol),26,NA
Sacrider,7/2/19,Light Transmission (mmol),26,NA
Crane,7/2/19,Light Transmission (mmol),26,NA
Knapp,7/2/19,Light Transmission (mmol),26,NA
Fancher,7/8/19,Light Transmission (mmol),26,NA
Lake George,7/8/19,Light Transmission (mmol),26,NA
Hudson,7/8/19,Light Transmission (mmol),26,NA
Potato Cr. (Worster),7/8/19,Light Transmission (mmol),26,NA
Pleasant,7/8/19,Light Transmission (mmol),26,NA
Kreighbaum,7/8/19,Light Transmission (mmol),26,NA
Thomas,7/9/19,Light Transmission (mmol),26,NA
Hortz,7/9/19,Light Transmission (mmol),26,NA
Nyona,7/9/19,Light Transmission (mmol),26,NA
South Mud,7/9/19,Light Transmission (mmol),26,NA
Mansfield Reservoir (Harden),7/10/19,Light Transmission (mmol),26,NA
Green Valley,7/10/19,Light Transmission (mmol),26,NA
Stump Jumper,7/10/19,Light Transmission (mmol),26,NA
Airline,7/10/19,Light Transmission (mmol),26,NA
Scott,7/10/19,Light Transmission (mmol),26,NA
Pigeon,7/15/19,Light Transmission (mmol),26,NA
Fox,7/15/19,Light Transmission (mmol),26,NA
James,7/15/19,Light Transmission (mmol),26,NA
Oswego,7/15/19,Light Transmission (mmol),26,NA
Little Chapman,7/15/19,Light Transmission (mmol),26,NA
Center,7/16/19,Light Transmission (mmol),26,NA
Palestine,7/16/19,Light Transmission (mmol),26,NA
Winona,7/16/19,Light Transmission (mmol),26,NA
St. Joseph Impoundment,7/16/19,Light Transmission (mmol),26,NA
Clair,7/16/19,Light Transmission (mmol),26,NA
Spectacle,7/22/19,Light Transmission (mmol),26,NA
Hog,7/22/19,Light Transmission (mmol),26,NA
Flat,7/22/19,Light Transmission (mmol),26,NA
Shockapee,7/22/19,Light Transmission (mmol),26,NA
Henderson,7/23/19,Light Transmission (mmol),26,NA
Wolf,7/23/19,Light Transmission (mmol),26,NA
Hammond,7/23/19,Light Transmission (mmol),26,NA
Sellers,7/23/19,Light Transmission (mmol),26,NA
Troy Cedar,7/23/19,Light Transmission (mmol),26,NA
Moss,7/24/19,Light Transmission (mmol),26,NA
Long,7/24/19,Light Transmission (mmol),26,NA
Sullivan,7/24/19,Light Transmission (mmol),26,NA
Duck,7/24/19,Light Transmission (mmol),26,NA
Tree,7/24/19,Light Transmission (mmol),26,NA
Trimble,7/29/19,Light Transmission (mmol),26,NA
Dogwood,7/29/19,Light Transmission (mmol),26,NA
Red Pine,7/29/19,Light Transmission (mmol),26,NA
Lincoln,7/29/19,Light Transmission (mmol),26,NA
Deam,7/30/19,Light Transmission (mmol),26,NA
Oak,7/30/19,Light Transmission (mmol),26,NA
Starve Hollow,7/30/19,Light Transmission (mmol),26,NA
Lake Lemon- Reed,7/30/19,Light Transmission (mmol),26,NA
Lake Lemon- Riddle,7/30/19,Light Transmission (mmol),26,NA
Goose,8/5/19,Light Transmission (mmol),26,NA
Mateer,8/5/19,Light Transmission (mmol),26,NA
Olin,8/5/19,Light Transmission (mmol),26,NA
Goldeneye,8/5/19,Light Transmission (mmol),26,NA
Price,8/5/19,Light Transmission (mmol),26,NA
Kuhn,8/6/19,Light Transmission (mmol),26,NA
Diamond,8/6/19,Light Transmission (mmol),26,NA
Silver,8/6/19,Light Transmission (mmol),26,NA
North Little,8/6/19,Light Transmission (mmol),26,NA
Knightstown,8/6/19,Light Transmission (mmol),26,NA
Little Otter,7/1/19,Light Transmission (mmol),27,NA
Green,7/1/19,Light Transmission (mmol),27,NA
Crooked,7/1/19,Light Transmission (mmol),27,NA
Ball,7/1/19,Light Transmission (mmol),27,NA
North Twin,6/24/19,Light Transmission (mmol),27,NA
Shipshewanna,6/24/19,Light Transmission (mmol),27,NA
Royer,6/24/19,Light Transmission (mmol),27,NA
