sample_id,lake_name,lake_type,ecoregion_3,year,date_sampled,parameter,value
2394,Yellowwood,Impoundment,Interior River,2015,29-Jul-15,Blue-green Density (cells/mL),95903
2455,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Blue-green Density (cells/mL),2022
2463,Maxinkuckee,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Blue-green Density (cells/mL),14543
2572,Goldeneye,Impoundment,MI-IN Till Plain,2017,17-Jul-17,Blue-green Density (cells/mL),5376
2606,Upper Long,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Density (cells/mL),21584
2610,Lawrence,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Density (cells/mL),11778
2646,McClish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2688,Pretty,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Blue-green Density (cells/mL),NA
2344,Blackman,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Blue-green Density (cells/mL),146658
2368,Goose,Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Blue-green Density (cells/mL),60168
2369,Failing,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Blue-green Density (cells/mL),14942
2440,Beaver Dam,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Blue-green Density (cells/mL),19898
2506,Story (Lower),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Blue-green Density (cells/mL),2639
2605,Latta,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Density (cells/mL),21102
2654,"Twin Pitts, West",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Blue-green Density (cells/mL),NA
2682,Goshen Dam Pond,Impoundment,MI-IN Till Plain,2018,17-Jul-18,Blue-green Density (cells/mL),NA
2701,Chapel Pit,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2714,Scheister,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Blue-green Density (cells/mL),NA
2350,Bass (N.Chain),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Blue-green Density (cells/mL),167389
2385,Oswego,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Density (cells/mL),11519
2390,Webster,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Density (cells/mL),21842
2500,Rothenberger,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Blue-green Density (cells/mL),14763
2522,Hunter,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Blue-green Density (cells/mL),2146
2564,West,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Blue-green Density (cells/mL),43045
2567,Long,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),4397
2568,Loomis,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),2938
2587,Jimmerson,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),15969
2678,Pleasant,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Density (cells/mL),NA
2679,Syl-Van,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Density (cells/mL),NA
2698,University,Impoundment,Interior River,2018,25-Jul-18,Blue-green Density (cells/mL),NA
2365,Hale,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Density (cells/mL),14729
2464,Holem,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Blue-green Density (cells/mL),553
2489,Knapp,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Blue-green Density (cells/mL),17689
2509,Hamiliton,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Blue-green Density (cells/mL),4244
2542,Mongo Mill Pond,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Blue-green Density (cells/mL),3040
2632,George,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2658,Bobcat,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Blue-green Density (cells/mL),NA
2689,Big Long,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Blue-green Density (cells/mL),NA
2717,Redbud,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Blue-green Density (cells/mL),NA
2718,Locust,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Blue-green Density (cells/mL),NA
2353,Hog,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Blue-green Density (cells/mL),134926
2361,Skunk,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Density (cells/mL),21504
2377,Sycamore,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Density (cells/mL),3109672
2578,Schlamm,Impoundment,Interior River,2017,17-Jul-17,Blue-green Density (cells/mL),1918
2681,Latta,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Density (cells/mL),NA
2690,Dallas,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Blue-green Density (cells/mL),NA
2335,Atwood,Impoundment,NA,2015,29-Jun-15,Blue-green Density (cells/mL),98210
2379,Trimble,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Density (cells/mL),145083
2446,Tippecanoe,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Blue-green Density (cells/mL),23931
2473,Elk Creek #9,Impoundment,Interior River,2016,19-Jul-16,Blue-green Density (cells/mL),17029
2539,Atwood,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Blue-green Density (cells/mL),11420
2574,Bowen,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Density (cells/mL),15687
2588,Snow,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),19849
2643,Silver,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2659,Skunk,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Blue-green Density (cells/mL),NA
2700,Clear,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2716,Spencer,Surface Mine Lake,Interior River Lowland,2018,6-Aug-18,Blue-green Density (cells/mL),NA
2356,Long,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Blue-green Density (cells/mL),84817
2382,Center,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Density (cells/mL),15951
2458,Long,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Blue-green Density (cells/mL),9209
2485,Fletcher,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Blue-green Density (cells/mL),13802
2499,Goldeneye,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Blue-green Density (cells/mL),69099
2604,Adams,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Density (cells/mL),6890
2607,Kiser,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Density (cells/mL),9229
2634,Big Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2640,Gordy,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2694,Big Chapman,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2332,Oliver,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Blue-green Density (cells/mL),168637
2442,Dallas,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Blue-green Density (cells/mL),28606
2454,Still,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Blue-green Density (cells/mL),78264
2505,Bixler,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Blue-green Density (cells/mL),NA
2547,Engle,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Blue-green Density (cells/mL),30432
2553,Tipsaw,Impoundment,Interior River,2017,5-Jul-17,Blue-green Density (cells/mL),4514
2642,Loon,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2687,Brokesha,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Blue-green Density (cells/mL),NA
2693,Tippecanoe,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2704,Fry,Surface Mine Lake,NA,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2331,Otter,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Blue-green Density (cells/mL),34024
2370,Marsh,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Blue-green Density (cells/mL),7101
2375,Redbud,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Density (cells/mL),NA
2449,Upper Long,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Blue-green Density (cells/mL),150537
2514,Monroe (Lower),Impoundment,Interior River,2016,10-Aug-16,Blue-green Density (cells/mL),67877
2524,Simonton,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Blue-green Density (cells/mL),25847
2544,Henry,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Blue-green Density (cells/mL),1838
2561,Chapel Pit,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Blue-green Density (cells/mL),339
2589,Pleasant,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),15182
2601,Otter,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Density (cells/mL),14161
2608,Big Chapman,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Density (cells/mL),21014
2611,Mill Pond,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Density (cells/mL),41119
2337,Big Turkey,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Blue-green Density (cells/mL),3396
2367,Goldeneye,Impoundment,MI-IN Till Plain,2015,21-Jul-15,Blue-green Density (cells/mL),29113
2483,Skunk,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Blue-green Density (cells/mL),3603
2501,Nauvoo,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Blue-green Density (cells/mL),16494
2521,Diamond,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Blue-green Density (cells/mL),10158
2540,Westler,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Blue-green Density (cells/mL),3059
2613,Hartz,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Blue-green Density (cells/mL),6945
2615,Mansfield Reservoir (Hardin),Impoundment,Interior River Lowland,2017,8-Aug-17,Blue-green Density (cells/mL),432479
2672,Canada,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Blue-green Density (cells/mL),NA
2684,Upper Long,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Blue-green Density (cells/mL),NA
2691,Syracuse,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Blue-green Density (cells/mL),NA
2715,Stump Jumper,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Blue-green Density (cells/mL),NA
2345,Loon,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Blue-green Density (cells/mL),28630
2351,Fish (Lower),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Blue-green Density (cells/mL),229751
2357,Clear (LaPorte),Natural Lake,MI-IN Till Plain,2015,13-Jul-15,Blue-green Density (cells/mL),58256
2364,Hackberry,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Density (cells/mL),229496
2579,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),10576
2638,Engle,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2649,Knapp,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2657,Fox,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Blue-green Density (cells/mL),NA
2347,Big Otter,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Blue-green Density (cells/mL),8405
2448,Hoffman,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Blue-green Density (cells/mL),49324
2465,Lower Fry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Density (cells/mL),367
2507,Story (Upper),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Blue-green Density (cells/mL),1434
2586,Trout,Surface Mine Lake,Interior River Lowland,2017,19-Jul-17,Blue-green Density (cells/mL),16844
2620,Brookville,Impoundment,Eastern Corn Belt Plain,2017,15-Aug-17,Blue-green Density (cells/mL),19981
2635,Little Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2674,Loomis,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Blue-green Density (cells/mL),NA
2349,Hartz,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Blue-green Density (cells/mL),61220
2383,James,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Density (cells/mL),29004
2543,Big Turkey,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Blue-green Density (cells/mL),10237
2683,Rothenberger,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Blue-green Density (cells/mL),NA
2711,Mississinewa Res.,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Blue-green Density (cells/mL),NA
2355,Canada,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Blue-green Density (cells/mL),1840913
2384,North Little,Natural Lake,MI-IN Till Plain,2015,27-Jul-15,Blue-green Density (cells/mL),29976
2450,Rider,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Blue-green Density (cells/mL),50758
2498,Banning,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Blue-green Density (cells/mL),42876
2545,Webster,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Blue-green Density (cells/mL),5028
2602,Golden,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Density (cells/mL),16882
2393,Grouse Ridge,Impoundment,Eastern Corn Belt Plain,2015,29-Jul-15,Blue-green Density (cells/mL),17173
2441,Westler,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Blue-green Density (cells/mL),29619
2461,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Blue-green Density (cells/mL),5761
2472,Spurgeon Hollow,Impoundment,Interior River,2016,19-Jul-16,Blue-green Density (cells/mL),11653
2488,Robinson,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Blue-green Density (cells/mL),NA
2541,Rider,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Blue-green Density (cells/mL),1251
2666,Thomas,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Blue-green Density (cells/mL),NA
2444,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Blue-green Density (cells/mL),38525
2451,Webster,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Blue-green Density (cells/mL),NA
2495,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Blue-green Density (cells/mL),68555
2508,Ball,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Blue-green Density (cells/mL),13972
2639,Duely,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2665,Kings,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Blue-green Density (cells/mL),NA
2328,Shriner,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Blue-green Density (cells/mL),1619
2336,Round,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Blue-green Density (cells/mL),26208
2341,Hindman,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Blue-green Density (cells/mL),18393
2456,Bear,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Blue-green Density (cells/mL),55352
2523,Steinbarger,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Blue-green Density (cells/mL),10859
2538,Story (Upper),Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Blue-green Density (cells/mL),16723
2647,Port Mitchell,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2652,Prides Creek,Impoundment,Interior River Lowland,2018,2-Jul-18,Blue-green Density (cells/mL),NA
2352,Fish (Upper),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Blue-green Density (cells/mL),2335126
2372,Nauvoo,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Blue-green Density (cells/mL),114036
2515,University,Impoundment,Interior River,2016,10-Aug-16,Blue-green Density (cells/mL),6274
2577,Oak,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),16357
2580,Crosley,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),27993
2597,Sylvan,Impoundment,MI-IN Till Plain,2017,11-Jul-17,Blue-green Density (cells/mL),9797
2636,Golden,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2644,Hogback,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2680,Nauvoo,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Density (cells/mL),NA
2386,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Blue-green Density (cells/mL),183919
2494,Eagle Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Blue-green Density (cells/mL),28790
2655,Scales,Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Blue-green Density (cells/mL),NA
2692,Webster,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2329,Crane,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Blue-green Density (cells/mL),46451
2333,Martin,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Blue-green Density (cells/mL),117779
2490,Sawmill,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Blue-green Density (cells/mL),61243
2614,Mississinewa Reservoir,Impoundment,Eastern Corn Belt Plain,2017,8-Aug-17,Blue-green Density (cells/mL),18570
2401,Geist Reservoir,Impoundment,Eastern Corn Belt Plain,2015,5-Aug-15,Blue-green Density (cells/mL),155005
2416,Manitou,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Blue-green Density (cells/mL),16553
2476,Ferdinand City Old,Impoundment,Interior River Lowland,2016,18-Jul-16,Blue-green Density (cells/mL),1043
2573,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Density (cells/mL),23641
2575,Dock,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Density (cells/mL),12808
2592,Steinbarger,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),42966
2710,Prarie Creek Res.,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Blue-green Density (cells/mL),NA
2334,Bear,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Blue-green Density (cells/mL),112136
2343,Royer,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Blue-green Density (cells/mL),310606
2462,Gilbert,Natural Lake,Central Corn Belt Plain,2016,12-Jul-16,Blue-green Density (cells/mL),237095
2581,Versailles,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),66265
2582,Molenkramer Res,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),76773
2609,Sawmill,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Density (cells/mL),13266
2685,Sand,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Blue-green Density (cells/mL),NA
2699,Shakamak,Impoundment,Interior River Lowland,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2520,Bartley,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Blue-green Density (cells/mL),22183
2583,Bischoff Res.,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),166137
2585,Woods (Big Blue #3),Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),33885
2590,Nasby Mill Pond,Impoundment,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),1161
2669,Potato Cr. (Worster),Impoundment,MI-IN Till Plain,2018,9-Jul-18,Blue-green Density (cells/mL),NA
2695,Little Chapman,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2706,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Blue-green Density (cells/mL),NA
2709,Middlefork Res.,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Blue-green Density (cells/mL),NA
2376,Red Pine,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Density (cells/mL),455
2419,Cagles Mill (Cataract),Impoundment,Interior River,2015,11-Aug-15,Blue-green Density (cells/mL),135782
2471,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,19-Jul-16,Blue-green Density (cells/mL),205272
2486,Shaffer,Impoundment,MI-IN Till Plain,2016,25-Jul-16,Blue-green Density (cells/mL),2095
2487,Freeman,Impoundment,Eastern Corn Belt Plain,2016,25-Jul-16,Blue-green Density (cells/mL),15968
2373,Ridinger,Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Blue-green Density (cells/mL),204942
2387,St. Joseph Reservoir,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Blue-green Density (cells/mL),199130
2418,Mansfield Reservoir (Hardin),Impoundment,Interior River Lowland,2015,11-Aug-15,Blue-green Density (cells/mL),79931
2457,Wolf,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Blue-green Density (cells/mL),60308
2519,Crane,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Blue-green Density (cells/mL),33908
2546,Fish,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Blue-green Density (cells/mL),226703
2591,Waldron,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Blue-green Density (cells/mL),16532
2594,Loon,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Blue-green Density (cells/mL),9273
2650,Baugher,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2703,Big Fry,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2713,Cagles Mill (Cataract),Impoundment,Interior River,2018,31-Jul-18,Blue-green Density (cells/mL),NA
2584,Manlove,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Blue-green Density (cells/mL),57317
2569,Riddles,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Density (cells/mL),77447
2697,Little Pike,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2510,Lemon,Impoundment,Interior River,2016,10-Aug-16,Blue-green Density (cells/mL),160121
2633,Fish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Density (cells/mL),NA
2696,Pike,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Blue-green Density (cells/mL),NA
2330,Port Mitchell,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Blue-green Density (cells/mL),53479
2381,Carr,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Density (cells/mL),130905
2447,McClures,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Blue-green Density (cells/mL),446626
2503,Palestine,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Blue-green Density (cells/mL),NA
2556,Dale Reservoir,Impoundment,Interior River Lowland,2017,10-Jul-17,Blue-green Density (cells/mL),200199
2668,Riddles,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Blue-green Density (cells/mL),NA
2702,Impoundment No. 26,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Blue-green Density (cells/mL),NA
2342,Shipshewana,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Blue-green Density (cells/mL),70807
2371,Mud (Chain of Lakes),Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Blue-green Density (cells/mL),39783
2415,King,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Blue-green Density (cells/mL),9896
2445,Muncie,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Blue-green Density (cells/mL),22647
2459,George (Hobart),Impoundment,Central Corn Belt Plain,2016,11-Jul-16,Blue-green Density (cells/mL),2364
2481,Green Valley,Impoundment,Central Corn Belt Plain,2016,27-Jul-16,Blue-green Density (cells/mL),131653
2497,Sellers,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Blue-green Density (cells/mL),8523
2675,J.C. Murphy,Impoundment,Central Corn Belt Plain,2018,10-Jul-18,Blue-green Density (cells/mL),NA
2460,Cedar,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Blue-green Density (cells/mL),650935
2484,Bass,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Blue-green Density (cells/mL),283454
2493,Cagles Mill (Cataract),Impoundment,Interior River,2016,3-Aug-16,Blue-green Density (cells/mL),159488
2595,Robinson,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Blue-green Density (cells/mL),13554
2637,Steinbarger,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Density (cells/mL),NA
2480,Sullivan,Impoundment,Interior River Lowland,2016,27-Jul-16,Blue-green Density (cells/mL),244412
2686,Bowen,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Blue-green Density (cells/mL),NA
2707,Versailles,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Blue-green Density (cells/mL),NA
2339,Loon,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Blue-green Density (cells/mL),NA
2656,Ferdinand City New,Impoundment,Interior River,2018,2-Jul-18,Blue-green Density (cells/mL),NA
2708,Woods (Big Blue #3),Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Blue-green Density (cells/mL),NA
2338,Larwill,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Blue-green Density (cells/mL),37476
2417,Waveland,Impoundment,Eastern Corn Belt Plain,2015,11-Aug-15,Blue-green Density (cells/mL),666156
2496,Molenkramer Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Blue-green Density (cells/mL),791906
2612,Bass,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Blue-green Density (cells/mL),98891
2671,Tamarack,Natural Lake,MI-IN Till Plain,2018,10-Jul-18,Blue-green Density (cells/mL),NA
2340,Little Bause,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Blue-green Density (cells/mL),NA
2358,Cedar,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Blue-green Density (cells/mL),611073
2712,Waveland,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Blue-green Density (cells/mL),NA
2380,Willow,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Density (cells/mL),9518
2403,Scales,Surface Mine Lake,Interior River Lowland,2015,3-Aug-15,Blue-green Density (cells/mL),57267
2404,Schlamm,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Blue-green Density (cells/mL),26828
2405,John Hay,Impoundment,Interior River,2015,3-Aug-15,Blue-green Density (cells/mL),70490
2406,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Blue-green Density (cells/mL),30892
2407,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Blue-green Density (cells/mL),577710
2408,Huntingburg City,Impoundment,Interior River Lowland,2015,4-Aug-15,Blue-green Density (cells/mL),248195
2409,White Oak #2,NA,Interior River Lowland,2015,4-Aug-15,Blue-green Density (cells/mL),11234
