sample_id,lake_name,ecoregion_3,year,date_sampled,parameter,sample_location,value
2553,Tipsaw,Interior River,2017,5-Jul-17,Ammonia (mg/L),Average,0.084
2642,Loon,MI-IN Till Plain,2018,25-Jun-18,Ammonia (mg/L),Average,0.085
2687,Brokesha,MI-IN Till Plain,2018,23-Jul-18,Ammonia (mg/L),Average,0.014
2693,Tippecanoe,MI-IN Till Plain,2018,24-Jul-18,Ammonia (mg/L),Average,0.0615
2704,Fry,NA,2018,26-Jul-18,Ammonia (mg/L),Average,8.36
2331,Otter,MI-IN Till Plain,2015,30-Jun-15,Ammonia (mg/L),Average,0.4195
2370,Marsh,MI-IN Till Plain,2015,20-Jul-15,Ammonia (mg/L),Average,0.633
2375,Redbud,Interior River Lowland,2015,22-Jul-15,Ammonia (mg/L),Average,0.1305
2449,Upper Long,MI-IN Till Plain,2016,6-Jul-16,Ammonia (mg/L),Average,0.476
2514,Monroe (Lower),Interior River,2016,10-Aug-16,Ammonia (mg/L),Average,0.2295
2524,Simonton,MI-IN Till Plain,2016,15-Aug-16,Ammonia (mg/L),Average,0.1185
2544,Henry,MI-IN Till Plain,2017,21-Jun-17,Ammonia (mg/L),Average,0.3435
2561,Chapel Pit,Interior River Lowland,2017,11-Jul-17,Ammonia (mg/L),Average,0.014
2589,Pleasant,MI-IN Till Plain,2017,24-Jul-17,Ammonia (mg/L),Average,0.3025
2601,Otter,MI-IN Till Plain,2017,31-Jul-17,Ammonia (mg/L),Average,1.4045
2608,Big Chapman,MI-IN Till Plain,2017,7-Aug-17,Ammonia (mg/L),Average,0.7645
2611,Mill Pond,MI-IN Till Plain,2017,7-Aug-17,Ammonia (mg/L),Average,0.014
2337,Big Turkey,MI-IN Till Plain,2015,29-Jun-15,Ammonia (mg/L),Average,0.0595
2367,Goldeneye,MI-IN Till Plain,2015,21-Jul-15,Ammonia (mg/L),Average,0.018
2483,Skunk,Interior River Lowland,2016,27-Jul-16,Ammonia (mg/L),Average,0.015
2501,Nauvoo,MI-IN Till Plain,2016,2-Aug-16,Ammonia (mg/L),Average,0.945
2521,Diamond,MI-IN Till Plain,2016,16-Aug-16,Ammonia (mg/L),Average,0.4965
2540,Westler,MI-IN Till Plain,2017,19-Jun-17,Ammonia (mg/L),Average,0.78
2613,Hartz,MI-IN Till Plain,2017,8-Aug-17,Ammonia (mg/L),Average,1.396
2615,Mansfield Reservoir (Hardin),Interior River Lowland,2017,8-Aug-17,Ammonia (mg/L),Average,1.588
2672,Canada,Central Corn Belt Plain,2018,10-Jul-18,Ammonia (mg/L),Average,0.0415
2684,Upper Long,MI-IN Till Plain,2018,17-Jul-18,Ammonia (mg/L),Average,0.579
2691,Syracuse,MI-IN Till Plain,2018,23-Jul-18,Ammonia (mg/L),Average,0.1175
2715,Stump Jumper,Interior River Lowland,2018,31-Jul-18,Ammonia (mg/L),Average,0.016
2345,Loon,MI-IN Till Plain,2015,6-Jul-15,Ammonia (mg/L),Average,0.018
2351,Fish (Lower),MI-IN Till Plain,2015,14-Jul-15,Ammonia (mg/L),Average,0.018
2357,Clear (LaPorte),MI-IN Till Plain,2015,13-Jul-15,Ammonia (mg/L),Average,0.018
2364,Hackberry,Interior River Lowland,2015,15-Jul-15,Ammonia (mg/L),Average,0.018
2579,Starve Hollow,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.374
2638,Engle,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,0.2675
2649,Knapp,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,0.3445
2657,Fox,Interior River Lowland,2018,3-Jul-18,Ammonia (mg/L),Average,0.47
2347,Big Otter,MI-IN Till Plain,2015,7-Jul-15,Ammonia (mg/L),Average,0.203
2448,Hoffman,MI-IN Till Plain,2016,6-Jul-16,Ammonia (mg/L),Average,0.6195
2465,Lower Fry,Interior River Lowland,2016,20-Jul-16,Ammonia (mg/L),Average,0.162
2507,Story (Upper),MI-IN Till Plain,2016,8-Aug-16,Ammonia (mg/L),Average,1.182
2586,Trout,Interior River Lowland,2017,19-Jul-17,Ammonia (mg/L),Average,1.7195
2620,Brookville,Eastern Corn Belt Plain,2017,15-Aug-17,Ammonia (mg/L),Average,0.014
2635,Little Otter,MI-IN Till Plain,2018,25-Jun-18,Ammonia (mg/L),Average,0.131
2674,Loomis,Central Corn Belt Plain,2018,10-Jul-18,Ammonia (mg/L),Average,0.9525
2349,Hartz,MI-IN Till Plain,2015,14-Jul-15,Ammonia (mg/L),Average,0.817
2383,James,MI-IN Till Plain,2015,28-Jul-15,Ammonia (mg/L),Average,0.741
2543,Big Turkey,MI-IN Till Plain,2017,21-Jun-17,Ammonia (mg/L),Average,0.311
2683,Rothenberger,MI-IN Till Plain,2018,17-Jul-18,Ammonia (mg/L),Average,0.0715
2711,Mississinewa Res.,Eastern Corn Belt Plain,2018,31-Jul-18,Ammonia (mg/L),Average,0.5265
2355,Canada,Central Corn Belt Plain,2015,13-Jul-15,Ammonia (mg/L),Average,0.2955
2384,North Little,MI-IN Till Plain,2015,27-Jul-15,Ammonia (mg/L),Average,0.6395
2450,Rider,MI-IN Till Plain,2016,6-Jul-16,Ammonia (mg/L),Average,0.034
2498,Banning,MI-IN Till Plain,2016,1-Aug-16,Ammonia (mg/L),Average,0.015
2545,Webster,MI-IN Till Plain,2017,26-Jun-17,Ammonia (mg/L),Average,0.6185
2602,Golden,MI-IN Till Plain,2017,31-Jul-17,Ammonia (mg/L),Average,1.201
2393,Grouse Ridge,Eastern Corn Belt Plain,2015,29-Jul-15,Ammonia (mg/L),Average,0.289
2441,Westler,MI-IN Till Plain,2016,27-Jun-16,Ammonia (mg/L),Average,0.71275
2461,Lake of the Woods,MI-IN Till Plain,2016,12-Jul-16,Ammonia (mg/L),Average,0.2985
2472,Spurgeon Hollow,Interior River,2016,19-Jul-16,Ammonia (mg/L),Average,0.244
2488,Robinson,MI-IN Till Plain,2016,26-Jul-16,Ammonia (mg/L),Average,0.0275
2541,Rider,MI-IN Till Plain,2017,21-Jun-17,Ammonia (mg/L),Average,0.3495
2666,Thomas,MI-IN Till Plain,2018,9-Jul-18,Ammonia (mg/L),Average,0.267
2444,Miller (Chain-O),MI-IN Till Plain,2016,28-Jun-16,Ammonia (mg/L),Average,0.80775
2451,Webster,MI-IN Till Plain,2016,5-Jul-16,Ammonia (mg/L),Average,0.474
2495,Prairie Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Ammonia (mg/L),Average,0.33375
2508,Ball,MI-IN Till Plain,2016,8-Aug-16,Ammonia (mg/L),Average,0.6605
2639,Duely,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,0.455
2665,Kings,MI-IN Till Plain,2018,9-Jul-18,Ammonia (mg/L),Average,1.1815
2328,Shriner,MI-IN Till Plain,2015,30-Jun-15,Ammonia (mg/L),Average,0.322
2336,Round,MI-IN Till Plain,2015,30-Jun-15,Ammonia (mg/L),Average,0.6875
2341,Hindman,MI-IN Till Plain,2015,7-Jul-15,Ammonia (mg/L),Average,0.666
2456,Bear,MI-IN Till Plain,2016,6-Jul-16,Ammonia (mg/L),Average,0.7885
2523,Steinbarger,MI-IN Till Plain,2016,16-Aug-16,Ammonia (mg/L),Average,1.323
2538,Story (Upper),MI-IN Till Plain,2017,19-Jun-17,Ammonia (mg/L),Average,0.8495
2647,Port Mitchell,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,0.863
2652,Prides Creek,Interior River Lowland,2018,2-Jul-18,Ammonia (mg/L),Average,0.6365
2352,Fish (Upper),MI-IN Till Plain,2015,14-Jul-15,Ammonia (mg/L),Average,0.3145
2372,Nauvoo,MI-IN Till Plain,2015,20-Jul-15,Ammonia (mg/L),Average,0.9785
2515,University,Interior River,2016,10-Aug-16,Ammonia (mg/L),Average,3.5935
2577,Oak,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.134
2580,Crosley,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.6565
2597,Sylvan,MI-IN Till Plain,2017,11-Jul-17,Ammonia (mg/L),Average,1.4785
2636,Golden,MI-IN Till Plain,2018,25-Jun-18,Ammonia (mg/L),Average,0.6475
2644,Hogback,MI-IN Till Plain,2018,25-Jun-18,Ammonia (mg/L),Average,0.9045
2680,Nauvoo,MI-IN Till Plain,2018,16-Jul-18,Ammonia (mg/L),Average,1.323
2386,Prairie Creek Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Ammonia (mg/L),Average,0.42
2494,Eagle Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Ammonia (mg/L),Average,0.015
2655,Scales,Interior River Lowland,2018,2-Jul-18,Ammonia (mg/L),Average,0.6085
2692,Webster,MI-IN Till Plain,2018,24-Jul-18,Ammonia (mg/L),Average,1.0885
2329,Crane,MI-IN Till Plain,2015,30-Jun-15,Ammonia (mg/L),Average,1.3635
2333,Martin,MI-IN Till Plain,2015,29-Jun-15,Ammonia (mg/L),Average,0.929
2490,Sawmill,MI-IN Till Plain,2016,26-Jul-16,Ammonia (mg/L),Average,0.95525
2614,Mississinewa Reservoir,Eastern Corn Belt Plain,2017,8-Aug-17,Ammonia (mg/L),Average,0.014
2401,Geist Reservoir,Eastern Corn Belt Plain,2015,5-Aug-15,Ammonia (mg/L),Average,0.026
2416,Manitou,MI-IN Till Plain,2015,10-Aug-15,Ammonia (mg/L),Average,1.337
2476,Ferdinand City Old,Interior River Lowland,2016,18-Jul-16,Ammonia (mg/L),Average,0.1155
2573,Miller (Chain-O),MI-IN Till Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.8735
2575,Dock,MI-IN Till Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.5755
2592,Steinbarger,MI-IN Till Plain,2017,24-Jul-17,Ammonia (mg/L),Average,1.225
2710,Prarie Creek Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Ammonia (mg/L),Average,0.4065
2334,Bear,MI-IN Till Plain,2015,29-Jun-15,Ammonia (mg/L),Average,0.5745
2343,Royer,MI-IN Till Plain,2015,6-Jul-15,Ammonia (mg/L),Average,0.9455
2462,Gilbert,Central Corn Belt Plain,2016,12-Jul-16,Ammonia (mg/L),Average,2.87025
2581,Versailles,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.155
2582,Molenkramer Res,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.018
2609,Sawmill,MI-IN Till Plain,2017,7-Aug-17,Ammonia (mg/L),Average,2.7015
2685,Sand,MI-IN Till Plain,2018,17-Jul-18,Ammonia (mg/L),Average,0.45
2699,Shakamak,Interior River Lowland,2018,26-Jul-18,Ammonia (mg/L),Average,1.418
2520,Bartley,MI-IN Till Plain,2016,16-Aug-16,Ammonia (mg/L),Average,2.0285
2583,Bischoff Res.,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,2.668
2585,Woods (Big Blue #3),Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.1995
2590,Nasby Mill Pond,MI-IN Till Plain,2017,24-Jul-17,Ammonia (mg/L),Average,0.018
2669,Potato Cr. (Worster),MI-IN Till Plain,2018,9-Jul-18,Ammonia (mg/L),Average,0.3085
2695,Little Chapman,MI-IN Till Plain,2018,24-Jul-18,Ammonia (mg/L),Average,1.3585
2706,Starve Hollow,Eastern Corn Belt Plain,2018,30-Jul-18,Ammonia (mg/L),Average,0.769
2709,Middlefork Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Ammonia (mg/L),Average,0.2005
2376,Red Pine,Interior River Lowland,2015,22-Jul-15,Ammonia (mg/L),Average,NA
2419,Cagles Mill (Cataract),Interior River,2015,11-Aug-15,Ammonia (mg/L),Average,0.0485
2471,Brush Creek Reservoir,Eastern Corn Belt Plain,2016,19-Jul-16,Ammonia (mg/L),Average,0.112
2486,Shaffer,MI-IN Till Plain,2016,25-Jul-16,Ammonia (mg/L),Average,0.0086
2487,Freeman,Eastern Corn Belt Plain,2016,25-Jul-16,Ammonia (mg/L),Average,0.1395
2373,Ridinger,MI-IN Till Plain,2015,21-Jul-15,Ammonia (mg/L),Average,0.6185
2387,St. Joseph Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Ammonia (mg/L),Average,0.018
2418,Mansfield Reservoir (Hardin),Interior River Lowland,2015,11-Aug-15,Ammonia (mg/L),Average,0.1395
2457,Wolf,Central Corn Belt Plain,2016,11-Jul-16,Ammonia (mg/L),Average,0.015
2519,Crane,MI-IN Till Plain,2016,16-Aug-16,Ammonia (mg/L),Average,2.093
2546,Fish,MI-IN Till Plain,2017,26-Jun-17,Ammonia (mg/L),Average,0.257
2591,Waldron,MI-IN Till Plain,2017,24-Jul-17,Ammonia (mg/L),Average,1.306
2594,Loon,MI-IN Till Plain,2017,25-Jul-17,Ammonia (mg/L),Average,0.455
2650,Baugher,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,1.169
2703,Big Fry,Interior River Lowland,2018,26-Jul-18,Ammonia (mg/L),Average,0.0285
2713,Cagles Mill (Cataract),Interior River,2018,31-Jul-18,Ammonia (mg/L),Average,0.6315
2584,Manlove,Eastern Corn Belt Plain,2017,17-Jul-17,Ammonia (mg/L),Average,0.034
2569,Riddles,MI-IN Till Plain,2017,17-Jul-17,Ammonia (mg/L),Average,1.856
2697,Little Pike,MI-IN Till Plain,2018,24-Jul-18,Ammonia (mg/L),Average,0.014
2510,Lemon,Interior River,2016,10-Aug-16,Ammonia (mg/L),Average,0.705
2633,Fish,MI-IN Till Plain,2018,25-Jun-18,Ammonia (mg/L),Average,0.6665
2696,Pike,MI-IN Till Plain,2018,24-Jul-18,Ammonia (mg/L),Average,0.0265
2330,Port Mitchell,MI-IN Till Plain,2015,30-Jun-15,Ammonia (mg/L),Average,0.6375
2381,Carr,MI-IN Till Plain,2015,28-Jul-15,Ammonia (mg/L),Average,2.2825
2447,McClures,MI-IN Till Plain,2016,28-Jun-16,Ammonia (mg/L),Average,3.4085
2503,Palestine,MI-IN Till Plain,2016,1-Aug-16,Ammonia (mg/L),Average,1.92
2556,Dale Reservoir,Interior River Lowland,2017,10-Jul-17,Ammonia (mg/L),Average,1.839
2668,Riddles,MI-IN Till Plain,2018,9-Jul-18,Ammonia (mg/L),Average,1.3
2702,Impoundment No. 26,Interior River Lowland,2018,26-Jul-18,Ammonia (mg/L),Average,0.356
2342,Shipshewana,MI-IN Till Plain,2015,6-Jul-15,Ammonia (mg/L),Average,0.021
2371,Mud (Chain of Lakes),MI-IN Till Plain,2015,21-Jul-15,Ammonia (mg/L),Average,0.5185
2415,King,MI-IN Till Plain,2015,10-Aug-15,Ammonia (mg/L),Average,1.783
2445,Muncie,MI-IN Till Plain,2016,28-Jun-16,Ammonia (mg/L),Average,2.0655
2459,George (Hobart),Central Corn Belt Plain,2016,11-Jul-16,Ammonia (mg/L),Average,0.021
2481,Green Valley,Central Corn Belt Plain,2016,27-Jul-16,Ammonia (mg/L),Average,0.7125
2497,Sellers,MI-IN Till Plain,2016,1-Aug-16,Ammonia (mg/L),Average,0.834
2675,J.C. Murphy,Central Corn Belt Plain,2018,10-Jul-18,Ammonia (mg/L),Average,0.827
2460,Cedar,Central Corn Belt Plain,2016,11-Jul-16,Ammonia (mg/L),Average,0.015
2484,Bass,MI-IN Till Plain,2016,25-Jul-16,Ammonia (mg/L),Average,0.0893
2493,Cagles Mill (Cataract),Interior River,2016,3-Aug-16,Ammonia (mg/L),Average,0.4705
2595,Robinson,MI-IN Till Plain,2017,25-Jul-17,Ammonia (mg/L),Average,1.1205
2637,Steinbarger,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,0.769
2480,Sullivan,Interior River Lowland,2016,27-Jul-16,Ammonia (mg/L),Average,0.631
2686,Bowen,MI-IN Till Plain,2018,17-Jul-18,Ammonia (mg/L),Average,2.9265
2707,Versailles,Eastern Corn Belt Plain,2018,30-Jul-18,Ammonia (mg/L),Average,0.7875
2339,Loon,MI-IN Till Plain,2015,7-Jul-15,Ammonia (mg/L),Average,0.846
2656,Ferdinand City New,Interior River,2018,2-Jul-18,Ammonia (mg/L),Average,1.104
2708,Woods (Big Blue #3),Eastern Corn Belt Plain,2018,30-Jul-18,Ammonia (mg/L),Average,0.3965
2338,Larwill,MI-IN Till Plain,2015,7-Jul-15,Ammonia (mg/L),Average,1.992
2417,Waveland,Eastern Corn Belt Plain,2015,11-Aug-15,Ammonia (mg/L),Average,0.018
2496,Molenkramer Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Ammonia (mg/L),Average,0.441
2612,Bass,MI-IN Till Plain,2017,8-Aug-17,Ammonia (mg/L),Average,0.014
2671,Tamarack,MI-IN Till Plain,2018,10-Jul-18,Ammonia (mg/L),Average,0.09
2340,Little Bause,MI-IN Till Plain,2015,7-Jul-15,Ammonia (mg/L),Average,0.0285
2358,Cedar,Central Corn Belt Plain,2015,13-Jul-15,Ammonia (mg/L),Average,0.018
2712,Waveland,Eastern Corn Belt Plain,2018,31-Jul-18,Ammonia (mg/L),Average,0.677
2380,Willow,Interior River Lowland,2015,22-Jul-15,Ammonia (mg/L),Average,4.774
2403,Scales,Interior River Lowland,2015,3-Aug-15,Ammonia (mg/L),Average,1.646
2404,Schlamm,Eastern Corn Belt Plain,2015,3-Aug-15,Ammonia (mg/L),Average,0.2425
2405,John Hay,Interior River,2015,3-Aug-15,Ammonia (mg/L),Average,0.33875
2406,Starve Hollow,Eastern Corn Belt Plain,2015,3-Aug-15,Ammonia (mg/L),Average,0.154
2407,Brush Creek Reservoir,Eastern Corn Belt Plain,2015,3-Aug-15,Ammonia (mg/L),Average,1.321
2408,Huntingburg City,Interior River Lowland,2015,4-Aug-15,Ammonia (mg/L),Average,0.7525
2409,White Oak #2,Interior River Lowland,2015,4-Aug-15,Ammonia (mg/L),Average,0.3605
2410,Crystal,Interior River Lowland,2015,4-Aug-15,Ammonia (mg/L),Average,3.4115
2411,Kickapoo,Interior River Lowland,2015,4-Aug-15,Ammonia (mg/L),Average,0.703
2412,Shakamak,Interior River Lowland,2015,4-Aug-15,Ammonia (mg/L),Average,0.0575
2435,North Twin,MI-IN Till Plain,2016,15-Jun-16,Ammonia (mg/L),Average,0.108
2436,North Twin,MI-IN Till Plain,2016,15-Jun-16,Ammonia (mg/L),Average,0.043
2437,North Twin,MI-IN Till Plain,2016,15-Jun-16,Ammonia (mg/L),Average,0.031
2663,Fry,Interior River Lowland,2018,3-Jul-18,Ammonia (mg/L),Average,NA
2453,South Twin,MI-IN Till Plain,2016,5-Jul-16,Ammonia (mg/L),Average,0.014
2477,Ferdinand City New,Interior River,2016,18-Jul-16,Ammonia (mg/L),Average,0.826
2548,Simonton,MI-IN Till Plain,2017,28-Jun-17,Ammonia (mg/L),Average,0.117
2549,Hunter,MI-IN Till Plain,2017,28-Jun-17,Ammonia (mg/L),Average,0.1655
2550,Fish,MI-IN Till Plain,2017,28-Jun-17,Ammonia (mg/L),Average,1.2175
2551,Banning,MI-IN Till Plain,2017,28-Jun-17,Ammonia (mg/L),Average,0.014
2552,Little Barbee,MI-IN Till Plain,2017,28-Jun-17,Ammonia (mg/L),Average,0.7
2558,Benefiel,Interior River Lowland,2017,11-Jul-17,Ammonia (mg/L),Average,0.0655
2673,Mink,Central Corn Belt Plain,2018,10-Jul-18,Ammonia (mg/L),Average,NA
2651,Robinson,MI-IN Till Plain,2018,26-Jun-18,Ammonia (mg/L),Average,1.189
2616,Airline,Interior River Lowland,2017,11-Jul-17,tkn,Average,NA
2467,Gambill,Interior River Lowland,2016,20-Jul-16,tkn,Average,NA
2570,Eagle,MI-IN Till Plain,2017,17-Jul-17,tkn,Average,NA
2559,Hale,Interior River Lowland,2017,10-Jul-17,tkn,Average,NA
2576,Deam,Interior River,2017,17-Jul-17,tkn,Average,NA
2439,Gage,MI-IN Till Plain,2016,27-Jun-16,tkn,Average,NA
2526,Nasby Mill Pond,MI-IN Till Plain,2016,15-Aug-16,tkn,Average,NA
2555,Chrisney,Interior River Lowland,2017,10-Jul-17,tkn,Average,NA
2571,Price,MI-IN Till Plain,2017,17-Jul-17,tkn,Average,NA
2311,Griffy,Interior River,2015,30-Apr-15,tkn,Average,0.25775
2363,Gambill,Interior River Lowland,2015,15-Jul-15,tkn,Average,0.23
2402,Boones Pond,Eastern Corn Belt Plain,2015,5-Aug-15,tkn,Average,0.556
2525,George,MI-IN Till Plain,2016,15-Aug-16,tkn,Average,NA
2603,McClish,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2468,Mayfield,Interior River Lowland,2016,20-Jul-16,tkn,Average,NA
2475,Celina,Interior River,2016,18-Jul-16,tkn,Average,NA
2565,Hammond,Interior River Lowland,2017,12-Jul-17,tkn,Average,NA
2346,Green,MI-IN Till Plain,2015,6-Jul-15,tkn,Average,0.9545
2362,Turtle,Interior River Lowland,2015,15-Jul-15,tkn,Average,0.568
2378,Todd,Interior River Lowland,2015,22-Jul-15,tkn,Average,0.5075
2388,Summit,Eastern Corn Belt Plain,2015,27-Jul-15,tkn,Average,0.4385
2560,Mayfield,Interior River Lowland,2017,11-Jul-17,tkn,Average,NA
2621,Griffy,Interior River,2017,15-Aug-17,tkn,Average,NA
2653,"Twin Pitts, East",Interior River Lowland,2018,2-Jul-18,tkn,Average,NA
2676,Gooseneck,MI-IN Till Plain,2018,16-Jul-18,tkn,Average,NA
2677,"Failing ""Gentian""",MI-IN Till Plain,2018,16-Jul-18,tkn,Average,NA
2705,Scott,Interior River Lowland,2018,26-Jul-18,tkn,Average,NA
2504,Pretty,MI-IN Till Plain,2016,2-Aug-16,tkn,Average,NA
2554,John Hay,Interior River,2017,10-Jul-17,tkn,Average,NA
2557,Patoka Reservoir,Interior River,2017,10-Jul-17,tkn,Average,NA
2596,Clair,Eastern Corn Belt Plain,2017,25-Jul-17,tkn,Average,NA
2600,Crooked,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2660,Bass,Interior River Lowland,2018,3-Jul-18,tkn,Average,NA
2667,Lawrence,MI-IN Till Plain,2018,9-Jul-18,tkn,Average,NA
2374,Goodman,Interior River Lowland,2015,22-Jul-15,tkn,Average,0.60775
2469,Redbud,Interior River Lowland,2016,20-Jul-16,tkn,Average,NA
2482,Star,Interior River Lowland,2016,27-Jul-16,tkn,Average,NA
2566,White Pine,Interior River Lowland,2017,12-Jul-17,tkn,Average,NA
2359,T Lake,Interior River Lowland,2015,15-Jul-15,tkn,Average,0.375
2438,Silver,MI-IN Till Plain,2016,27-Jun-16,tkn,Average,NA
2470,Hackberry,Interior River Lowland,2016,20-Jul-16,tkn,Average,NA
2478,Chrisney,Interior River Lowland,2016,18-Jul-16,tkn,Average,NA
2479,Scheister,Interior River Lowland,2016,27-Jul-16,tkn,Average,NA
2491,Kuhn,MI-IN Till Plain,2016,26-Jul-16,tkn,Average,NA
2502,South Twin,MI-IN Till Plain,2016,2-Aug-16,tkn,Average,1.0115
2593,Crooked,MI-IN Till Plain,2017,25-Jul-17,tkn,Average,NA
2360,Bobcat,Interior River Lowland,2015,15-Jul-15,tkn,Average,0.394
2366,Bass,Interior River Lowland,2015,15-Jul-15,tkn,Average,0.401
2389,Wawasee,MI-IN Till Plain,2015,28-Jul-15,tkn,Average,0.7735
2443,Atwood,MI-IN Till Plain,2016,28-Jun-16,tkn,Average,NA
2452,South Twin,MI-IN Till Plain,2016,5-Jul-16,tkn,Average,2.064
2466,Chapel pit,Interior River Lowland,2016,20-Jul-16,tkn,Average,NA
2474,Springs Valley (Tucker),Interior River,2016,18-Jul-16,tkn,Average,NA
2516,North Twin,MI-IN Till Plain,2016,13-Aug-16,tkn,Average,1.1865
2563,Horshoe,Interior River Lowland,2017,12-Jul-17,tkn,Average,NA
2598,Cedar,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2599,Barton,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2648,Little Bause,MI-IN Till Plain,2018,26-Jun-18,tkn,Average,NA
2670,Bass (N. Chain),MI-IN Till Plain,2018,9-Jul-18,tkn,Average,NA
2394,Yellowwood,Interior River,2015,29-Jul-15,tkn,Average,0.5165
2455,Lake of the Woods,MI-IN Till Plain,2016,5-Jul-16,tkn,Average,NA
2463,Maxinkuckee,MI-IN Till Plain,2016,12-Jul-16,tkn,Average,NA
2572,Goldeneye,MI-IN Till Plain,2017,17-Jul-17,tkn,Average,NA
2606,Upper Long,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2610,Lawrence,MI-IN Till Plain,2017,7-Aug-17,tkn,Average,NA
2646,McClish,MI-IN Till Plain,2018,25-Jun-18,tkn,Average,NA
2688,Pretty,MI-IN Till Plain,2018,23-Jul-18,tkn,Average,NA
2344,Blackman,MI-IN Till Plain,2015,6-Jul-15,tkn,Average,1.37175
2368,Goose,MI-IN Till Plain,2015,21-Jul-15,tkn,Average,1.42475
2369,Failing,MI-IN Till Plain,2015,20-Jul-15,tkn,Average,0.941
2440,Beaver Dam,MI-IN Till Plain,2016,27-Jun-16,tkn,Average,NA
2506,Story (Lower),MI-IN Till Plain,2016,8-Aug-16,tkn,Average,NA
2605,Latta,MI-IN Till Plain,2017,31-Jul-17,tkn,Average,NA
2654,"Twin Pitts, West",Interior River Lowland,2018,2-Jul-18,tkn,Average,NA
2682,Goshen Dam Pond,MI-IN Till Plain,2018,17-Jul-18,tkn,Average,NA
2701,Chapel Pit,Interior River Lowland,2018,26-Jul-18,tkn,Average,NA
2714,Scheister,Interior River Lowland,2018,31-Jul-18,tkn,Average,NA
2350,Bass (N.Chain),MI-IN Till Plain,2015,14-Jul-15,tkn,Average,0.82825
2385,Oswego,MI-IN Till Plain,2015,28-Jul-15,tkn,Average,1.92925
2390,Webster,MI-IN Till Plain,2015,28-Jul-15,tkn,Average,1.355
2500,Rothenberger,MI-IN Till Plain,2016,2-Aug-16,tkn,Average,NA
2522,Hunter,MI-IN Till Plain,2016,15-Aug-16,tkn,Average,NA
2564,West,Interior River Lowland,2017,12-Jul-17,tkn,Average,NA
2567,Long,Central Corn Belt Plain,2017,17-Jul-17,tkn,Average,NA
2568,Loomis,Central Corn Belt Plain,2017,17-Jul-17,tkn,Average,NA
2587,Jimmerson,MI-IN Till Plain,2017,24-Jul-17,tkn,Average,NA
2678,Pleasant,MI-IN Till Plain,2018,16-Jul-18,tkn,Average,NA
2679,Syl-Van,MI-IN Till Plain,2018,16-Jul-18,tkn,Average,NA
2698,University,Interior River,2018,25-Jul-18,tkn,Average,NA
2365,Hale,Interior River Lowland,2015,15-Jul-15,tkn,Average,3.4595
2464,Holem,MI-IN Till Plain,2016,12-Jul-16,tkn,Average,NA
2489,Knapp,MI-IN Till Plain,2016,26-Jul-16,tkn,Average,NA
2509,Hamiliton,MI-IN Till Plain,2016,8-Aug-16,tkn,Average,NA
2542,Mongo Mill Pond,MI-IN Till Plain,2017,21-Jun-17,tkn,Average,NA
2632,George,MI-IN Till Plain,2018,25-Jun-18,tkn,Average,NA
2658,Bobcat,Interior River Lowland,2018,3-Jul-18,tkn,Average,NA
2689,Big Long,MI-IN Till Plain,2018,23-Jul-18,tkn,Average,NA
2717,Redbud,Interior River Lowland,2018,7-Aug-18,tkn,Average,NA
2718,Locust,Interior River Lowland,2018,7-Aug-18,tkn,Average,NA
2353,Hog,MI-IN Till Plain,2015,14-Jul-15,tkn,Average,1.498
2361,Skunk,Interior River Lowland,2015,15-Jul-15,tkn,Average,1.177
2377,Sycamore,Interior River Lowland,2015,22-Jul-15,tkn,Average,0.505
2578,Schlamm,Interior River,2017,17-Jul-17,tkn,Average,NA
