sample_id,lake_name,ecoregion_3,year,date_sampled,parameter,sample_location,value
2686,Bowen,MI-IN Till Plain,2018,17-Jul-18,Alkalinity (mg/L),Average,229.5
2707,Versailles,Eastern Corn Belt Plain,2018,30-Jul-18,Alkalinity (mg/L),Average,115.5
2339,Loon,MI-IN Till Plain,2015,7-Jul-15,Alkalinity (mg/L),Average,181.5
2656,Ferdinand City New,Interior River,2018,2-Jul-18,Alkalinity (mg/L),Average,76.5
2708,Woods (Big Blue #3),Eastern Corn Belt Plain,2018,30-Jul-18,Alkalinity (mg/L),Average,154.5
2338,Larwill,MI-IN Till Plain,2015,7-Jul-15,Alkalinity (mg/L),Average,210
2417,Waveland,Eastern Corn Belt Plain,2015,11-Aug-15,Alkalinity (mg/L),Average,112
2496,Molenkramer Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Alkalinity (mg/L),Average,104.5
2612,Bass,MI-IN Till Plain,2017,8-Aug-17,Alkalinity (mg/L),Average,99
2671,Tamarack,MI-IN Till Plain,2018,10-Jul-18,Alkalinity (mg/L),Average,172
2340,Little Bause,MI-IN Till Plain,2015,7-Jul-15,Alkalinity (mg/L),Average,199
2358,Cedar,Central Corn Belt Plain,2015,13-Jul-15,Alkalinity (mg/L),Average,103
2712,Waveland,Eastern Corn Belt Plain,2018,31-Jul-18,Alkalinity (mg/L),Average,106
2380,Willow,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,324.75
2403,Scales,Interior River Lowland,2015,3-Aug-15,Alkalinity (mg/L),Average,154
2404,Schlamm,Eastern Corn Belt Plain,2015,3-Aug-15,Alkalinity (mg/L),Average,34
2405,John Hay,Interior River,2015,3-Aug-15,Alkalinity (mg/L),Average,136.25
2406,Starve Hollow,Eastern Corn Belt Plain,2015,3-Aug-15,Alkalinity (mg/L),Average,61
2407,Brush Creek Reservoir,Eastern Corn Belt Plain,2015,3-Aug-15,Alkalinity (mg/L),Average,113
2408,Huntingburg City,Interior River Lowland,2015,4-Aug-15,Alkalinity (mg/L),Average,64
2409,White Oak #2,Interior River Lowland,2015,4-Aug-15,Alkalinity (mg/L),Average,115.5
2410,Crystal,Interior River Lowland,2015,4-Aug-15,Alkalinity (mg/L),Average,428
2411,Kickapoo,Interior River Lowland,2015,4-Aug-15,Alkalinity (mg/L),Average,80
2412,Shakamak,Interior River Lowland,2015,4-Aug-15,Alkalinity (mg/L),Average,106.5
2435,North Twin,MI-IN Till Plain,2016,15-Jun-16,Alkalinity (mg/L),Average,286
2436,North Twin,MI-IN Till Plain,2016,15-Jun-16,Alkalinity (mg/L),Average,261.5
2437,North Twin,MI-IN Till Plain,2016,15-Jun-16,Alkalinity (mg/L),Average,286
2663,Fry,Interior River Lowland,2018,3-Jul-18,Alkalinity (mg/L),Average,NA
2453,South Twin,MI-IN Till Plain,2016,5-Jul-16,Alkalinity (mg/L),Average,300
2477,Ferdinand City New,Interior River,2016,18-Jul-16,Alkalinity (mg/L),Average,45.5
2548,Simonton,MI-IN Till Plain,2017,28-Jun-17,Alkalinity (mg/L),Average,153.5
2549,Hunter,MI-IN Till Plain,2017,28-Jun-17,Alkalinity (mg/L),Average,151.5
2550,Fish,MI-IN Till Plain,2017,28-Jun-17,Alkalinity (mg/L),Average,130.5
2551,Banning,MI-IN Till Plain,2017,28-Jun-17,Alkalinity (mg/L),Average,170
2552,Little Barbee,MI-IN Till Plain,2017,28-Jun-17,Alkalinity (mg/L),Average,270
2558,Benefiel,Interior River Lowland,2017,11-Jul-17,Alkalinity (mg/L),Average,106
2673,Mink,Central Corn Belt Plain,2018,10-Jul-18,Alkalinity (mg/L),Average,NA
2651,Robinson,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,189
2616,Airline,Interior River Lowland,2017,11-Jul-17,Conductivity (mg/L),Average,2920.5
2467,Gambill,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,1878
2570,Eagle,MI-IN Till Plain,2017,17-Jul-17,Conductivity (mg/L),Average,513.6
2559,Hale,Interior River Lowland,2017,10-Jul-17,Conductivity (mg/L),Average,2508
2576,Deam,Interior River,2017,17-Jul-17,Conductivity (mg/L),Average,141.85
2439,Gage,MI-IN Till Plain,2016,27-Jun-16,Conductivity (mg/L),Average,439.5
2526,Nasby Mill Pond,MI-IN Till Plain,2016,15-Aug-16,Conductivity (mg/L),Average,626
2555,Chrisney,Interior River Lowland,2017,10-Jul-17,Conductivity (mg/L),Average,258.85
2571,Price,MI-IN Till Plain,2017,17-Jul-17,Conductivity (mg/L),Average,471.1
2311,Griffy,Interior River,2015,30-Apr-15,Conductivity (mg/L),Average,503
2363,Gambill,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,1933
2402,Boones Pond,Eastern Corn Belt Plain,2015,5-Aug-15,Conductivity (mg/L),Average,561
2525,George,MI-IN Till Plain,2016,15-Aug-16,Conductivity (mg/L),Average,383.5
2603,McClish,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,517
2468,Mayfield,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,2535
2475,Celina,Interior River,2016,18-Jul-16,Conductivity (mg/L),Average,107.5
2565,Hammond,Interior River Lowland,2017,12-Jul-17,Conductivity (mg/L),Average,1218.7
2346,Green,MI-IN Till Plain,2015,6-Jul-15,Conductivity (mg/L),Average,799.5
2362,Turtle,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,451
2378,Todd,Interior River Lowland,2015,22-Jul-15,Conductivity (mg/L),Average,2325
2388,Summit,Eastern Corn Belt Plain,2015,27-Jul-15,Conductivity (mg/L),Average,330.5
2560,Mayfield,Interior River Lowland,2017,11-Jul-17,Conductivity (mg/L),Average,2422
2621,Griffy,Interior River,2017,15-Aug-17,Conductivity (mg/L),Average,331.75
2653,"Twin Pitts, East",Interior River Lowland,2018,2-Jul-18,Conductivity (mg/L),Average,2073.5
2676,Gooseneck,MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,532.95
2677,"Failing ""Gentian""",MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,823
2705,Scott,Interior River Lowland,2018,26-Jul-18,Conductivity (mg/L),Average,2486.5
2504,Pretty,MI-IN Till Plain,2016,2-Aug-16,Conductivity (mg/L),Average,387
2554,John Hay,Interior River,2017,10-Jul-17,Conductivity (mg/L),Average,278.8
2557,Patoka Reservoir,Interior River,2017,10-Jul-17,Conductivity (mg/L),Average,177.4
2596,Clair,Eastern Corn Belt Plain,2017,25-Jul-17,Conductivity (mg/L),Average,556.65
2600,Crooked,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,499.05
2660,Bass,Interior River Lowland,2018,3-Jul-18,Conductivity (mg/L),Average,719.65
2667,Lawrence,MI-IN Till Plain,2018,9-Jul-18,Conductivity (mg/L),Average,437.85
2374,Goodman,Interior River Lowland,2015,22-Jul-15,Conductivity (mg/L),Average,1264
2469,Redbud,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,1217.5
2482,Star,Interior River Lowland,2016,27-Jul-16,Conductivity (mg/L),Average,NA
2566,White Pine,Interior River Lowland,2017,12-Jul-17,Conductivity (mg/L),Average,1463
2359,T Lake,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,2698
2438,Silver,MI-IN Till Plain,2016,27-Jun-16,Conductivity (mg/L),Average,448.5
2470,Hackberry,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,1924
2478,Chrisney,Interior River Lowland,2016,18-Jul-16,Conductivity (mg/L),Average,168
2479,Scheister,Interior River Lowland,2016,27-Jul-16,Conductivity (mg/L),Average,547
2491,Kuhn,MI-IN Till Plain,2016,26-Jul-16,Conductivity (mg/L),Average,434.5
2502,South Twin,MI-IN Till Plain,2016,2-Aug-16,Conductivity (mg/L),Average,399
2593,Crooked,MI-IN Till Plain,2017,25-Jul-17,Conductivity (mg/L),Average,352.7
2360,Bobcat,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,183.5
2366,Bass,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,735
2389,Wawasee,MI-IN Till Plain,2015,28-Jul-15,Conductivity (mg/L),Average,396.5
2443,Atwood,MI-IN Till Plain,2016,28-Jun-16,Conductivity (mg/L),Average,315.5
2452,South Twin,MI-IN Till Plain,2016,5-Jul-16,Conductivity (mg/L),Average,445.5
2466,Chapel pit,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,306
2474,Springs Valley (Tucker),Interior River,2016,18-Jul-16,Conductivity (mg/L),Average,155
2516,North Twin,MI-IN Till Plain,2016,13-Aug-16,Conductivity (mg/L),Average,410.5
2563,Horshoe,Interior River Lowland,2017,12-Jul-17,Conductivity (mg/L),Average,241.2
2598,Cedar,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,495.2
2599,Barton,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,601.5
2648,Little Bause,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,545.7
2670,Bass (N. Chain),MI-IN Till Plain,2018,9-Jul-18,Conductivity (mg/L),Average,338.5
2394,Yellowwood,Interior River,2015,29-Jul-15,Conductivity (mg/L),Average,169.5
2455,Lake of the Woods,MI-IN Till Plain,2016,5-Jul-16,Conductivity (mg/L),Average,459
2463,Maxinkuckee,MI-IN Till Plain,2016,12-Jul-16,Conductivity (mg/L),Average,385.5
2572,Goldeneye,MI-IN Till Plain,2017,17-Jul-17,Conductivity (mg/L),Average,367
2606,Upper Long,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,448.05
2610,Lawrence,MI-IN Till Plain,2017,7-Aug-17,Conductivity (mg/L),Average,369.35
2646,McClish,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,568.6
2688,Pretty,MI-IN Till Plain,2018,23-Jul-18,Conductivity (mg/L),Average,349.5
2344,Blackman,MI-IN Till Plain,2015,6-Jul-15,Conductivity (mg/L),Average,409
2368,Goose,MI-IN Till Plain,2015,21-Jul-15,Conductivity (mg/L),Average,590
2369,Failing,MI-IN Till Plain,2015,20-Jul-15,Conductivity (mg/L),Average,886.5
2440,Beaver Dam,MI-IN Till Plain,2016,27-Jun-16,Conductivity (mg/L),Average,526.5
2506,Story (Lower),MI-IN Till Plain,2016,8-Aug-16,Conductivity (mg/L),Average,543.5
2605,Latta,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,393.95
2654,"Twin Pitts, West",Interior River Lowland,2018,2-Jul-18,Conductivity (mg/L),Average,1578
2682,Goshen Dam Pond,MI-IN Till Plain,2018,17-Jul-18,Conductivity (mg/L),Average,613.7
2701,Chapel Pit,Interior River Lowland,2018,26-Jul-18,Conductivity (mg/L),Average,340.25
2714,Scheister,Interior River Lowland,2018,31-Jul-18,Conductivity (mg/L),Average,498.4
2350,Bass (N.Chain),MI-IN Till Plain,2015,14-Jul-15,Conductivity (mg/L),Average,328.5
2385,Oswego,MI-IN Till Plain,2015,28-Jul-15,Conductivity (mg/L),Average,500.5
2390,Webster,MI-IN Till Plain,2015,28-Jul-15,Conductivity (mg/L),Average,483.5
2500,Rothenberger,MI-IN Till Plain,2016,2-Aug-16,Conductivity (mg/L),Average,398
2522,Hunter,MI-IN Till Plain,2016,15-Aug-16,Conductivity (mg/L),Average,401
2564,West,Interior River Lowland,2017,12-Jul-17,Conductivity (mg/L),Average,844.05
2567,Long,Central Corn Belt Plain,2017,17-Jul-17,Conductivity (mg/L),Average,189.9
2568,Loomis,Central Corn Belt Plain,2017,17-Jul-17,Conductivity (mg/L),Average,361.9
2587,Jimmerson,MI-IN Till Plain,2017,24-Jul-17,Conductivity (mg/L),Average,555
2678,Pleasant,MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,424.85
2679,Syl-Van,MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,170.25
2698,University,Interior River,2018,25-Jul-18,Conductivity (mg/L),Average,649.25
2365,Hale,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,2987
2464,Holem,MI-IN Till Plain,2016,12-Jul-16,Conductivity (mg/L),Average,477.5
2489,Knapp,MI-IN Till Plain,2016,26-Jul-16,Conductivity (mg/L),Average,524.5
2509,Hamiliton,MI-IN Till Plain,2016,8-Aug-16,Conductivity (mg/L),Average,395.5
2542,Mongo Mill Pond,MI-IN Till Plain,2017,21-Jun-17,Conductivity (mg/L),Average,646.2
2632,George,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,402.05
2658,Bobcat,Interior River Lowland,2018,3-Jul-18,Conductivity (mg/L),Average,192.05
2689,Big Long,MI-IN Till Plain,2018,23-Jul-18,Conductivity (mg/L),Average,324.85
2717,Redbud,Interior River Lowland,2018,7-Aug-18,Conductivity (mg/L),Average,NA
2718,Locust,Interior River Lowland,2018,7-Aug-18,Conductivity (mg/L),Average,704.2
2353,Hog,MI-IN Till Plain,2015,14-Jul-15,Conductivity (mg/L),Average,465
2361,Skunk,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,192.5
2377,Sycamore,Interior River Lowland,2015,22-Jul-15,Conductivity (mg/L),Average,358.5
2578,Schlamm,Interior River,2017,17-Jul-17,Conductivity (mg/L),Average,134.64
2681,Latta,MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,432.8
2690,Dallas,MI-IN Till Plain,2018,23-Jul-18,Conductivity (mg/L),Average,440.85
2335,Atwood,NA,2015,29-Jun-15,Conductivity (mg/L),Average,300.05
2379,Trimble,Interior River Lowland,2015,22-Jul-15,Conductivity (mg/L),Average,2800
2446,Tippecanoe,MI-IN Till Plain,2016,28-Jun-16,Conductivity (mg/L),Average,447
2473,Elk Creek #9,Interior River,2016,19-Jul-16,Conductivity (mg/L),Average,131.5
2539,Atwood,MI-IN Till Plain,2017,19-Jun-17,Conductivity (mg/L),Average,NA
2574,Bowen,MI-IN Till Plain,2017,17-Jul-17,Conductivity (mg/L),Average,415.65
2588,Snow,MI-IN Till Plain,2017,24-Jul-17,Conductivity (mg/L),Average,531.6
2643,Silver,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,418.1
2659,Skunk,Interior River Lowland,2018,3-Jul-18,Conductivity (mg/L),Average,190.2
2700,Clear,Interior River Lowland,2018,26-Jul-18,Conductivity (mg/L),Average,230.75
2716,Spencer,Interior River Lowland,2018,6-Aug-18,Conductivity (mg/L),Average,2077.5
2356,Long,Central Corn Belt Plain,2015,13-Jul-15,Conductivity (mg/L),Average,222
2382,Center,MI-IN Till Plain,2015,28-Jul-15,Conductivity (mg/L),Average,632.5
2458,Long,Central Corn Belt Plain,2016,11-Jul-16,Conductivity (mg/L),Average,218.5
2485,Fletcher,MI-IN Till Plain,2016,25-Jul-16,Conductivity (mg/L),Average,334
2499,Goldeneye,MI-IN Till Plain,2016,1-Aug-16,Conductivity (mg/L),Average,334
2604,Adams,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,366.3
2607,Kiser,MI-IN Till Plain,2017,7-Aug-17,Conductivity (mg/L),Average,480.6
2634,Big Otter,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,608.3
2640,Gordy,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,521.95
2694,Big Chapman,MI-IN Till Plain,2018,24-Jul-18,Conductivity (mg/L),Average,428.05
2332,Oliver,MI-IN Till Plain,2015,29-Jun-15,Conductivity (mg/L),Average,409.25
2442,Dallas,MI-IN Till Plain,2016,27-Jun-16,Conductivity (mg/L),Average,483
2454,Still,MI-IN Till Plain,2016,5-Jul-16,Conductivity (mg/L),Average,418.5
2505,Bixler,MI-IN Till Plain,2016,2-Aug-16,Conductivity (mg/L),Average,560
2547,Engle,MI-IN Till Plain,2017,26-Jun-17,Conductivity (mg/L),Average,654.5
2553,Tipsaw,Interior River,2017,5-Jul-17,Conductivity (mg/L),Average,147
2642,Loon,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,434.75
2687,Brokesha,MI-IN Till Plain,2018,23-Jul-18,Conductivity (mg/L),Average,319.05
2693,Tippecanoe,MI-IN Till Plain,2018,24-Jul-18,Conductivity (mg/L),Average,438.6
2704,Fry,NA,2018,26-Jul-18,Conductivity (mg/L),Average,848.1
2331,Otter,MI-IN Till Plain,2015,30-Jun-15,Conductivity (mg/L),Average,439.45
2370,Marsh,MI-IN Till Plain,2015,20-Jul-15,Conductivity (mg/L),Average,788.5
2375,Redbud,Interior River Lowland,2015,22-Jul-15,Conductivity (mg/L),Average,1351
2449,Upper Long,MI-IN Till Plain,2016,6-Jul-16,Conductivity (mg/L),Average,468.5
2514,Monroe (Lower),Interior River,2016,10-Aug-16,Conductivity (mg/L),Average,NA
2524,Simonton,MI-IN Till Plain,2016,15-Aug-16,Conductivity (mg/L),Average,372
2544,Henry,MI-IN Till Plain,2017,21-Jun-17,Conductivity (mg/L),Average,666.25
2561,Chapel Pit,Interior River Lowland,2017,11-Jul-17,Conductivity (mg/L),Average,300
2589,Pleasant,MI-IN Till Plain,2017,24-Jul-17,Conductivity (mg/L),Average,452.1
2601,Otter,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,485.9
2608,Big Chapman,MI-IN Till Plain,2017,7-Aug-17,Conductivity (mg/L),Average,425.65
2611,Mill Pond,MI-IN Till Plain,2017,7-Aug-17,Conductivity (mg/L),Average,378.8
2337,Big Turkey,MI-IN Till Plain,2015,29-Jun-15,Conductivity (mg/L),Average,610.5
2367,Goldeneye,MI-IN Till Plain,2015,21-Jul-15,Conductivity (mg/L),Average,400.5
2483,Skunk,Interior River Lowland,2016,27-Jul-16,Conductivity (mg/L),Average,206
2501,Nauvoo,MI-IN Till Plain,2016,2-Aug-16,Conductivity (mg/L),Average,519
2521,Diamond,MI-IN Till Plain,2016,16-Aug-16,Conductivity (mg/L),Average,526
2540,Westler,MI-IN Till Plain,2017,19-Jun-17,Conductivity (mg/L),Average,NA
2613,Hartz,MI-IN Till Plain,2017,8-Aug-17,Conductivity (mg/L),Average,283
2615,Mansfield Reservoir (Hardin),Interior River Lowland,2017,8-Aug-17,Conductivity (mg/L),Average,419.35
2672,Canada,Central Corn Belt Plain,2018,10-Jul-18,Conductivity (mg/L),Average,223.05
2684,Upper Long,MI-IN Till Plain,2018,17-Jul-18,Conductivity (mg/L),Average,481.6
2691,Syracuse,MI-IN Till Plain,2018,23-Jul-18,Conductivity (mg/L),Average,362.3
2715,Stump Jumper,Interior River Lowland,2018,31-Jul-18,Conductivity (mg/L),Average,1782.5
2345,Loon,MI-IN Till Plain,2015,6-Jul-15,Conductivity (mg/L),Average,456.5
2351,Fish (Lower),MI-IN Till Plain,2015,14-Jul-15,Conductivity (mg/L),Average,410
2357,Clear (LaPorte),MI-IN Till Plain,2015,13-Jul-15,Conductivity (mg/L),Average,1070
2364,Hackberry,Interior River Lowland,2015,15-Jul-15,Conductivity (mg/L),Average,1141
2579,Starve Hollow,Eastern Corn Belt Plain,2017,17-Jul-17,Conductivity (mg/L),Average,342.4
2638,Engle,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,680.25
2649,Knapp,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,519.1
2657,Fox,Interior River Lowland,2018,3-Jul-18,Conductivity (mg/L),Average,635.4
2347,Big Otter,MI-IN Till Plain,2015,7-Jul-15,Conductivity (mg/L),Average,771
2448,Hoffman,MI-IN Till Plain,2016,6-Jul-16,Conductivity (mg/L),Average,614
2465,Lower Fry,Interior River Lowland,2016,20-Jul-16,Conductivity (mg/L),Average,879
2507,Story (Upper),MI-IN Till Plain,2016,8-Aug-16,Conductivity (mg/L),Average,511.5
2586,Trout,Interior River Lowland,2017,19-Jul-17,Conductivity (mg/L),Average,2377.5
2620,Brookville,Eastern Corn Belt Plain,2017,15-Aug-17,Conductivity (mg/L),Average,402.4
2635,Little Otter,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,582.9
2674,Loomis,Central Corn Belt Plain,2018,10-Jul-18,Conductivity (mg/L),Average,425.35
2349,Hartz,MI-IN Till Plain,2015,14-Jul-15,Conductivity (mg/L),Average,232
2383,James,MI-IN Till Plain,2015,28-Jul-15,Conductivity (mg/L),Average,492.5
2543,Big Turkey,MI-IN Till Plain,2017,21-Jun-17,Conductivity (mg/L),Average,620.7
2683,Rothenberger,MI-IN Till Plain,2018,17-Jul-18,Conductivity (mg/L),Average,345.25
2711,Mississinewa Res.,Eastern Corn Belt Plain,2018,31-Jul-18,Conductivity (mg/L),Average,444.75
2355,Canada,Central Corn Belt Plain,2015,13-Jul-15,Conductivity (mg/L),Average,150
2384,North Little,MI-IN Till Plain,2015,27-Jul-15,Conductivity (mg/L),Average,667
2450,Rider,MI-IN Till Plain,2016,6-Jul-16,Conductivity (mg/L),Average,529.5
2498,Banning,MI-IN Till Plain,2016,1-Aug-16,Conductivity (mg/L),Average,400.5
2545,Webster,MI-IN Till Plain,2017,26-Jun-17,Conductivity (mg/L),Average,415
2602,Golden,MI-IN Till Plain,2017,31-Jul-17,Conductivity (mg/L),Average,675.05
2393,Grouse Ridge,Eastern Corn Belt Plain,2015,29-Jul-15,Conductivity (mg/L),Average,153.5
2441,Westler,MI-IN Till Plain,2016,27-Jun-16,Conductivity (mg/L),Average,515
2461,Lake of the Woods,MI-IN Till Plain,2016,12-Jul-16,Conductivity (mg/L),Average,487
2472,Spurgeon Hollow,Interior River,2016,19-Jul-16,Conductivity (mg/L),Average,131.5
2488,Robinson,MI-IN Till Plain,2016,26-Jul-16,Conductivity (mg/L),Average,456.5
2541,Rider,MI-IN Till Plain,2017,21-Jun-17,Conductivity (mg/L),Average,587.5
2666,Thomas,MI-IN Till Plain,2018,9-Jul-18,Conductivity (mg/L),Average,126.45
2444,Miller (Chain-O),MI-IN Till Plain,2016,28-Jun-16,Conductivity (mg/L),Average,496.5
2451,Webster,MI-IN Till Plain,2016,5-Jul-16,Conductivity (mg/L),Average,463
2495,Prairie Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Conductivity (mg/L),Average,365
2508,Ball,MI-IN Till Plain,2016,8-Aug-16,Conductivity (mg/L),Average,447
2639,Duely,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,550.2
2665,Kings,MI-IN Till Plain,2018,9-Jul-18,Conductivity (mg/L),Average,345.4
2328,Shriner,MI-IN Till Plain,2015,30-Jun-15,Conductivity (mg/L),Average,334.75
2336,Round,MI-IN Till Plain,2015,30-Jun-15,Conductivity (mg/L),Average,307.3
2341,Hindman,MI-IN Till Plain,2015,7-Jul-15,Conductivity (mg/L),Average,629
2456,Bear,MI-IN Till Plain,2016,6-Jul-16,Conductivity (mg/L),Average,437
2523,Steinbarger,MI-IN Till Plain,2016,16-Aug-16,Conductivity (mg/L),Average,541
2538,Story (Upper),MI-IN Till Plain,2017,19-Jun-17,Conductivity (mg/L),Average,NA
2647,Port Mitchell,MI-IN Till Plain,2018,26-Jun-18,Conductivity (mg/L),Average,501.21
2652,Prides Creek,Interior River Lowland,2018,2-Jul-18,Conductivity (mg/L),Average,220.5
2352,Fish (Upper),MI-IN Till Plain,2015,14-Jul-15,Conductivity (mg/L),Average,484
2372,Nauvoo,MI-IN Till Plain,2015,20-Jul-15,Conductivity (mg/L),Average,556
2515,University,Interior River,2016,10-Aug-16,Conductivity (mg/L),Average,747
2577,Oak,Eastern Corn Belt Plain,2017,17-Jul-17,Conductivity (mg/L),Average,77.94
2580,Crosley,Eastern Corn Belt Plain,2017,17-Jul-17,Conductivity (mg/L),Average,263.05
2597,Sylvan,MI-IN Till Plain,2017,11-Jul-17,Conductivity (mg/L),Average,560.05
2636,Golden,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,584.8
2644,Hogback,MI-IN Till Plain,2018,25-Jun-18,Conductivity (mg/L),Average,595.55
2680,Nauvoo,MI-IN Till Plain,2018,16-Jul-18,Conductivity (mg/L),Average,492
2386,Prairie Creek Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Conductivity (mg/L),Average,352.5
2494,Eagle Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Conductivity (mg/L),Average,470.5
2655,Scales,Interior River Lowland,2018,2-Jul-18,Conductivity (mg/L),Average,480.3
2692,Webster,MI-IN Till Plain,2018,24-Jul-18,Conductivity (mg/L),Average,446.4
2329,Crane,MI-IN Till Plain,2015,30-Jun-15,Conductivity (mg/L),Average,531.95
2333,Martin,MI-IN Till Plain,2015,29-Jun-15,Conductivity (mg/L),Average,563.5
2490,Sawmill,MI-IN Till Plain,2016,26-Jul-16,Conductivity (mg/L),Average,477.5
2614,Mississinewa Reservoir,Eastern Corn Belt Plain,2017,8-Aug-17,Conductivity (mg/L),Average,389.7
2401,Geist Reservoir,Eastern Corn Belt Plain,2015,5-Aug-15,Conductivity (mg/L),Average,438
2416,Manitou,MI-IN Till Plain,2015,10-Aug-15,Conductivity (mg/L),Average,523.5
2476,Ferdinand City Old,Interior River Lowland,2016,18-Jul-16,Conductivity (mg/L),Average,171
2573,Miller (Chain-O),MI-IN Till Plain,2017,17-Jul-17,Conductivity (mg/L),Average,380.75
